roll_number,hackathons_participated,preferred_domain,career_goal,submitted_at
S107905,1,Data Science,Job,2024-01-28
S107906,0,Product/Management,Startup/Entrepreneurship,2024-04-03
S107907,2,Data Science,Higher Studies,08/11/2023
S107908,1,AI/ML,Startup/Entrepreneurship,2023-11-15
S107909,1,Product/Management,Job,21/03/2024
S107910,2,Data Science,Job,2024-02-14
S107911,0,AI/ML,Higher Studies,2024-03-09
S107912,2,Cybersecurity,Higher Studies,2024-03-11
S107913,2,Data Science,Job,01-25-2024
S107914,0,Product/Management,Higher Studies,2024-01-29
S107915,1,,Job,2024-01-30
S107916,0,Cybersecurity,Higher Studies,2024-01-03
S107917,1,Product/Management,Job,2023-12-15
S107918,1,Product/Management,Job,2024-03-24
S107919,0,Data Science,Startup/Entrepreneurship,11-06-2023
S107920,2,Core Engineering,Job,2023-12-26
S107921,2,Core Engineering,Job,24/11/2023
S107922,1,Web Development,Higher Studies,2023/11/04 00:27:26
S107923,0,Cybersecurity,Job,2023-12-01
S107924,3,Cybersecurity,higher studies,01/01/2024
S107925,1,Data Science,Higher Studies,2023-11-06
S107926,2,Data Science,Job,2023-12-27
S107927,2,Cybersecurity,Job,2023-11-19
S107928,0,Core Engineering,Higher Studies,2024-02-28
S107929,2,AI/ML,Job,2023/12/17 22:22:19
S107930,0,Core Engineering,Job,2024-01-02
S107931,2,Web Development,Job,05/12/2023
S107932,0,Product/Management,Job,2023-12-07
S107933,0,Product/Management,Job,2023-11-30
S107934,2,Product/Management,Job,2023-11-10
S107935,1,Product/Management,Higher Studies,2024-02-16
S107936,2,Web Development,Job,2024-04-02
S107937,0,Core Engineering,Higher Studies,2023-12-31
S107938,1,AI/ML,Job,06/01/2024
S107939,2,Cybersecurity,Higher Studies,2024-04-01
S107940,1,Web Development,Job,2024/03/08 14:31:00
S107941,1,Data Science,Startup/Entrepreneurship,03/12/2023
S107942,0,Data Science,Higher Studies,2024-01-20
S107943,1,Web Development,Job,2023-11-17
S107944,0,AI/ML,Job,2023-12-01
S107945,1,Product/Management,Higher Studies,2023-12-24
S107946,2,Web Development,Job,2024-04-10
S107947,2,Cybersecurity,Higher Studies,2023-12-16
S107948,0,Data Science,Higher Studies,02-16-2024
S107949,1,AI/ML,Higher Studies,2023-11-15
S107950,2,AI/ML,Job,25/03/2024
S107951,0,AI/ML,startup/entrepreneurship,2024-03-21
S107952,1,Data Science,Startup/Entrepreneurship,07/01/2024
S107953,0,Product/Management,Higher Studies,2023-12-18
S107954,1,Product/Management,Job,2023-11-29
S107955,2,,Job,26/03/2024
S107956,0,Cybersecurity,Job,11-27-2023
S107957,1,Core Engineering,Job,2024-03-02
S107958,0,AI/ML,Higher Studies,14/12/2023
S107959,1,Web Development,Job,2023-12-02
S107960,2,Core Engineering,HIGHER STUDIES,08/02/2024
S107961,4,Web Development,Higher Studies,2023-11-13
S107962,0,Data Science,Job,30/03/2024
S107963,3,Core Engineering,Higher Studies,2023-11-09
S107964,3,Data Science,Job,2023-12-24
S107965,0,AI/ML,Startup/Entrepreneurship,26/11/2023
S107966,1,Web Development,Job,25/12/2023
S107967,1,Web Development,Job,2023-12-26
S107968,1,Core Engineering,Higher Studies,2024/04/04 09:16:16
S107969,0,Product/Management,Higher Studies,22/11/2023
S107970,0,,Higher Studies,2024-01-28
S107971,1,Core Engineering,Job,02/11/2023
S107972,0,AI/ML,Job,2024-02-27
S107973,1,AI/ML,higher studies,12-02-2023
S107974,1,,Job,2024-04-06
S107975,0,Product/Management,Job,2023-12-31
S107976,4,Cybersecurity,Job,01-31-2024
S107977,1,Web Development,Higher Studies,30/01/2024
S107978,2,Product/Management,Job,2023-11-27
S107979,0,Core Engineering,Higher Studies,02-06-2024
S107980,1,Data Science,Startup/Entrepreneurship,21/02/2024
S107981,2,AI/ML,Higher Studies,2023-12-19
S107982,2,AI/ML,Startup/Entrepreneurship,2024-04-14
S107983,1,Product/Management,Job,2024-04-08
S107984,2,Data Science,Higher Studies,2024-02-01
S107985,0,Product/Management,Job,2024-03-03
S107986,0,Data Science,Job,2023/12/15 01:54:41
S107987,0,Core Engineering,Job,08/11/2023
S107988,2,Web Development,Job,26/12/2023
S107989,1,Product/Management,Job,2024-03-11
S107990,0,Web Development,Job,2024-02-28
S107991,0,Product/Management,Higher Studies,2023-11-18
S107992,0,Cybersecurity,Higher Studies,09/04/2024
S107993,2,Product/Management,Higher Studies,2024-04-14
S107994,1,Core Engineering,Higher Studies,03-14-2024
S107995,1,Data Science,JOB,2024-04-07
S107996,1,,Job,2023-12-24
S107997,0,Cybersecurity,Job,21/01/2024
S107998,2,Web Development,Higher Studies,2024-01-19
S107999,2,Web Development,Startup/Entrepreneurship,2024-04-03
S108000,1,Product/Management,Startup/Entrepreneurship,2023-12-03
S108001,1,Product/Management,Job,2024-01-31
S108002,1,Data Science,Job,25/03/2024
S108003,0,Core Engineering,Job,2024-02-16
S108004,2,AI/ML,HIGHER STUDIES,2024/04/14 14:59:36
S108005,1,Data Science,Job,2024-02-22
S108006,1,Product/Management,Job,08/11/2023
S108007,0,Data Science,Higher Studies,23/12/2023
S108008,0,Cybersecurity,Job,01-08-2024
S108009,1,Product/Management,Job,15/11/2023
S108010,1,Product/Management,Higher Studies,2024-02-14
S108011,0,AI/ML,Job,04/11/2023
S108012,1,Web Development,Higher Studies,2024-01-24
S108013,1,Data Science,Job,2024/02/20 23:40:42
S108014,0,Cybersecurity,Higher Studies,2023-11-20
S108015,0,Web Development,Job,06/04/2024
S108016,1,Data Science,Higher Studies,2023-11-22
S108017,1,Cybersecurity,Job,25/12/2023
S108018,4,Core Engineering,Higher Studies,2024-02-13
S108019,1,Web Development,Job,08/04/2024
S108020,3,Web Development,Job,2024-02-06
S108021,1,Cybersecurity,Job,2024-01-21
S108022,4,Cybersecurity,Startup/Entrepreneurship,02/04/2024
S108023,0,Cybersecurity,Job,2023/11/12 17:47:46
S108024,1,Core Engineering,Job,2024-03-31
S108025,2,Data Science,Job,2023-12-11
S108026,0,Data Science,Job,2023-11-25
S108027,2,AI/ML,Higher Studies,2023-11-15
S108028,2,Data Science,Higher Studies,2024-02-13
S108029,0,Core Engineering,Higher Studies,02/02/2024
S108030,0,Data Science,,2024-01-19
S108031,3,Cybersecurity,job,2024-01-28
S108032,1,Cybersecurity,Job,02-19-2024
S108033,1,AI/ML,startup/entrepreneurship,2024-02-01
S108034,4,Data Science,HIGHER STUDIES,29/03/2024
S108035,0,Web Development,Higher Studies,2024-01-03
S108036,3,Web Development,Job,2024/01/26 22:31:08
S108037,0,Data Science,Job,2024-01-16
S108038,2,Data Science,Higher Studies,08/03/2024
S108039,5,AI/ML,Job,2023-12-25
S108040,1,Cybersecurity,Startup/Entrepreneurship,03-27-2024
S108041,1,Core Engineering,Job,2024-01-17
S108042,3,Web Development,Job,2024-01-22
S108043,2,Cybersecurity,Job,12-18-2023
S108044,3,Data Science,Job,2023-11-01
S108045,1,Core Engineering,Higher Studies,2024/01/18 02:00:41
S108046,0,AI/ML,Job,11-13-2023
S108047,0,AI/ML,Job,26/12/2023
S108048,3,Data Science,Job,2024-01-18
S108049,0,Cybersecurity,Higher Studies,03-20-2024
S108050,0,Web Development,Higher Studies,24/02/2024
S108051,2,Product/Management,Job,2024-03-17
S108052,0,Product/Management,Job,2024-03-22
S108053,1,Core Engineering,Job,2023-11-26
S108054,3,Data Science,Job,2024-04-12
S108055,0,Core Engineering,Startup/Entrepreneurship,2024-01-28
S108056,1,Cybersecurity,Startup/Entrepreneurship,2023-12-11
S108057,1,Core Engineering,Job,20/03/2024
S108058,0,Web Development,Job,21/12/2023
S108059,3,Core Engineering,Job,2023-12-19
S108060,3,AI/ML,Job,07/04/2024
S108061,0,Product/Management,Job,2024-01-05
S108062,4,Cybersecurity,Startup/Entrepreneurship,2024-01-06
S108063,1,Data Science,Startup/Entrepreneurship,17/11/2023
S108064,0,Product/Management,,19/12/2023
S108065,1,Cybersecurity,Job,11-03-2023
S108066,0,Web Development,Higher Studies,2023-12-10
S108067,3,Product/Management,Startup/Entrepreneurship,17/03/2024
S108068,1,Product/Management,Higher Studies,05/12/2023
S108069,1,AI/ML,Job,2024-03-07
S108070,2,AI/ML,Higher Studies,2023-12-18
S108071,0,Data Science,Job,02-05-2024
S108072,1,Core Engineering,Job,01/02/2024
S108073,3,Cybersecurity,Higher Studies,28/11/2023
S108074,1,Data Science,Job,2024-02-22
S108075,0,,Job,25/12/2023
S108076,1,AI/ML,Job,2024-02-11
S108077,0,Data Science,Higher Studies,2023-12-03
S108078,1,Core Engineering,Startup/Entrepreneurship,2024-04-01
S108079,2,AI/ML,Job,2024-02-12
S108080,1,Core Engineering,Job,2023-12-20
S108081,0,Web Development,Higher Studies,23/03/2024
S108082,4,Web Development,Job,2023-12-25
S108083,2,Product/Management,Job,05/02/2024
S108084,0,AI/ML,Job,2024-01-28
S108085,2,Cybersecurity,,2024-02-12
S108086,1,Data Science,Job,2023/12/13 08:16:49
S108087,1,Data Science,Higher Studies,2024-03-20
S108088,0,AI/ML,,2024-03-15
S108089,2,Data Science,Job,2024-01-17
S108090,0,Web Development,Job,12/01/2024
S108091,1,Cybersecurity,Higher Studies,10/04/2024
S108092,2,Data Science,Job,30/01/2024
S108093,1,Core Engineering,Higher Studies,2024-01-22
S108094,1,Data Science,Higher Studies,2024-02-18
S108095,3,Data Science,Higher Studies,2024-02-17
S108096,0,Product/Management,Job,2024-03-12
S108097,1,Web Development,Higher Studies,12-27-2023
S108098,1,Cybersecurity,Job,01-31-2024
S108099,0,Core Engineering,Job,2024-02-28
S108100,0,Web Development,Job,2023-12-09
S108101,2,Data Science,Job,2024-02-16
S108102,0,Product/Management,Higher Studies,04/12/2023
S108103,1,Core Engineering,Higher Studies,04/04/2024
S108104,2,Data Science,Startup/Entrepreneurship,2024-01-21
S108105,2,Core Engineering,Higher Studies,28/12/2023
S108106,2,Web Development,Job,20/03/2024
S108107,1,Web Development,Higher Studies,11/03/2024
S108108,2,AI/ML,Job,17/02/2024
S108109,1,Cybersecurity,Startup/Entrepreneurship,2024-01-17
S108110,2,AI/ML,Job,13/03/2024
S108111,2,Product/Management,Job,02-23-2024
S108112,0,Web Development,Startup/Entrepreneurship,2024-01-27
S108113,1,Data Science,Higher Studies,2023-11-10
S108114,2,Cybersecurity,Job,04-05-2024
S108115,0,Product/Management,Job,2024-03-17
S108116,3,Cybersecurity,Higher Studies,2024-01-27
S108117,0,Core Engineering,,04/02/2024
S108118,1,Data Science,Job,2024-01-23
S108119,4,Cybersecurity,Higher Studies,02/03/2024
S108120,2,Product/Management,Higher Studies,2023-12-08
S108121,1,Cybersecurity,Job,2024-03-08
S108122,1,Data Science,Higher Studies,11-02-2023
S108123,3,Data Science,Higher Studies,2024-03-18
S108124,0,Core Engineering,Job,2023-12-05
S108125,0,AI/ML,Job,2024-02-13
S108126,2,Cybersecurity,Job,2023-11-10
S108127,2,,Higher Studies,2024-01-08
S108128,1,AI/ML,Higher Studies,11-24-2023
S108129,1,Data Science,Job,2024-01-31
S108130,2,AI/ML,Higher Studies,12-06-2023
S108131,1,,Job,2023-11-15
S108132,0,Product/Management,Job,2024-02-29
S108133,0,Product/Management,Job,2024-02-02
S108134,0,Data Science,Job,2024-03-13
S108135,0,Data Science,Higher Studies,2024-04-14
S108136,0,Data Science,Job,11/11/2023
S108137,0,Cybersecurity,Job,2023-12-10
S108138,3,Product/Management,Higher Studies,11-27-2023
S108139,0,Product/Management,Job,2024-01-29
S108140,1,AI/ML,Job,2024-01-13
S108141,0,Web Development,Higher Studies,2023-12-30
S108142,2,Cybersecurity,,23/01/2024
S108143,4,Data Science,Job,2024-02-08
S108144,1,Product/Management,job,2024-02-01
S108145,1,Web Development,Job,29/11/2023
S108146,1,Web Development,Job,2024-03-24
S108147,0,Core Engineering,Job,2023-11-09
S108148,0,Data Science,,2023-12-15
S108149,2,Data Science,Startup/Entrepreneurship,12/02/2024
S108150,0,Data Science,Job,2024-04-08
S108151,1,Data Science,Job,2024-01-13
S108152,1,Web Development,Higher Studies,2024-01-04
S108153,1,,Job,2024-01-22
S108154,1,Product/Management,Job,2023-12-27
S108155,2,Product/Management,Higher Studies,04-12-2024
S108156,2,Cybersecurity,Higher Studies,04/12/2023
S108157,2,Data Science,Startup/Entrepreneurship,10/02/2024
S108158,1,Core Engineering,Higher Studies,2024-02-03
S108159,2,Core Engineering,Job,2024-02-22
S108160,2,Core Engineering,Job,2023-12-07
S108161,2,Web Development,Higher Studies,2024-02-02
S108162,1,Product/Management,Startup/Entrepreneurship,2023-11-01
S108163,1,Product/Management,Job,2023-12-26
S108164,0,Web Development,Job,2024-01-09
S108165,0,Core Engineering,Higher Studies,2023-12-15
S108166,2,Web Development,Higher Studies,2023-12-22
S108167,4,AI/ML,Job,2024/03/18 02:57:01
S108168,0,Product/Management,Higher Studies,2024-02-27
S108169,1,Cybersecurity,Higher Studies,2024-02-06
S108170,1,Web Development,Job,2024/02/01 19:19:09
S108171,1,Data Science,Higher Studies,11-01-2023
S108172,2,Product/Management,Job,2024-02-04
S108173,0,Product/Management,Job,2023-11-12
S108174,2,AI/ML,Job,2023-12-31
S108175,1,Core Engineering,Job,2024/02/22 18:45:06
S108176,1,Cybersecurity,Job,07/04/2024
S108177,1,Data Science,Job,2024-02-21
S108178,1,Cybersecurity,Job,12-15-2023
S108179,1,Product/Management,Job,2024-01-31
S108180,0,Core Engineering,Higher Studies,2023/12/11 19:07:20
S108181,1,AI/ML,Job,02/04/2024
S108182,1,Web Development,Job,30/03/2024
S108183,1,Web Development,Job,2024-03-25
S108184,1,Web Development,Higher Studies,2023-12-20
S108185,0,Web Development,Job,2024-02-03
S108186,2,Core Engineering,Startup/Entrepreneurship,12-12-2023
S108187,1,Core Engineering,Job,2024-01-19
S108188,2,Cybersecurity,Job,29/01/2024
S108189,0,Product/Management,Job,02-02-2024
S108190,1,Product/Management,Higher Studies,12/03/2024
S108191,3,Product/Management,Job,16/02/2024
S108192,0,Web Development,Job,2024-01-28
S108193,0,Core Engineering,Higher Studies,05/01/2024
S108194,2,Web Development,Job,02-03-2024
S108195,0,Core Engineering,Startup/Entrepreneurship,23/03/2024
S108196,1,Product/Management,Startup/Entrepreneurship,21/12/2023
S108197,0,Product/Management,Job,2023-11-06
S108198,2,AI/ML,Job,2024/02/27 23:07:17
S108199,1,Core Engineering,,2024-04-12
S108200,0,Product/Management,Higher Studies,2023-11-21
S108201,2,Core Engineering,Job,15/02/2024
S108202,0,Cybersecurity,Job,2024-01-14
S108203,1,Cybersecurity,Job,2023-12-19
S108204,2,Product/Management,Job,2024-01-22
S108205,1,Cybersecurity,Job,2023-11-11
S108206,2,Web Development,Startup/Entrepreneurship,2023/12/20 08:12:15
S108207,2,Cybersecurity,Startup/Entrepreneurship,2023-12-18
S108208,2,Cybersecurity,Job,11/04/2024
S108209,4,Web Development,startup/entrepreneurship,30/03/2024
S108210,1,Web Development,Higher Studies,12/04/2024
S108211,1,Web Development,Job,2023-11-13
S108212,0,Core Engineering,Job,2024/02/08 13:55:19
S108213,1,Product/Management,Higher Studies,2023-11-09
S108214,2,Cybersecurity,Higher Studies,2023-11-16
S108215,0,Core Engineering,Job,2023-11-28
S108216,2,Product/Management,Job,14/03/2024
S108217,0,Core Engineering,Startup/Entrepreneurship,2023-11-11
S108218,1,Data Science,Job,2023-11-06
S108219,1,Web Development,Job,2024-01-03
S108220,1,Data Science,Job,08/12/2023
S108221,1,Web Development,Higher Studies,2024-03-25
S108222,2,Product/Management,Higher Studies,05/02/2024
S108223,0,Core Engineering,Job,2023-11-20
S108224,0,Web Development,Job,12/04/2024
S108225,1,AI/ML,Job,2024-03-15
S108226,0,Product/Management,Higher Studies,12-16-2023
S108227,1,Data Science,Higher Studies,07/04/2024
S108228,4,Core Engineering,Higher Studies,12-15-2023
S108229,0,Cybersecurity,Job,2024-01-02
S108230,2,Cybersecurity,Job,17/03/2024
S108231,1,Cybersecurity,Job,03-20-2024
S108232,0,Product/Management,Job,04-05-2024
S108233,0,Cybersecurity,Higher Studies,15/02/2024
S108234,1,Product/Management,Job,2024-02-23
S108235,0,Web Development,Job,02/12/2023
S108236,0,Core Engineering,Job,2024-03-21
S108237,1,Web Development,Higher Studies,01-23-2024
S108238,1,AI/ML,Job,2023-12-28
S108239,0,AI/ML,Higher Studies,18/11/2023
S108240,0,Product/Management,Higher Studies,2024-02-22
S108241,3,Data Science,Job,01-27-2024
S108242,0,Product/Management,Higher Studies,01/02/2024
S108243,0,Web Development,Higher Studies,2023-12-04
S108244,3,Web Development,Job,16/01/2024
S108245,2,Web Development,Job,11/01/2024
S108246,0,Core Engineering,Startup/Entrepreneurship,12-07-2023
S108247,0,Product/Management,Job,2024-03-06
S108248,1,Cybersecurity,Higher Studies,25/02/2024
S108249,5,Web Development,Job,28/02/2024
S108250,0,,Job,11-06-2023
S108251,3,Core Engineering,Job,2024-03-25
S108252,0,Web Development,Job,2023-12-14
S108253,1,Data Science,Startup/Entrepreneurship,20/01/2024
S108254,2,Cybersecurity,Job,2024-02-18
S108255,0,Product/Management,Job,12/04/2024
S108256,2,Cybersecurity,Job,25/01/2024
S108257,1,Web Development,Startup/Entrepreneurship,2023-12-28
S108258,2,Core Engineering,Higher Studies,29/03/2024
S108259,4,AI/ML,Job,2024-01-06
S108260,0,Web Development,Job,14/03/2024
S108261,0,Core Engineering,Job,2024-02-19
S108262,3,AI/ML,Higher Studies,2024-04-04
S108263,0,Product/Management,Job,2024/04/03 02:47:16
S108264,0,AI/ML,Higher Studies,2024-02-09
S108265,0,Data Science,Job,11-19-2023
S108266,0,Cybersecurity,Job,27/01/2024
S108267,4,AI/ML,Higher Studies,2023-12-03
S108268,2,Core Engineering,Job,2024-04-05
S108269,1,Cybersecurity,Higher Studies,2023/12/31 15:57:25
S108270,0,Core Engineering,Job,2023/11/15 09:34:39
S108271,1,Core Engineering,Higher Studies,2024-03-13
S108272,0,Data Science,Higher Studies,2023-12-09
S108273,0,Web Development,Job,2024-01-05
S108274,0,Data Science,Job,2024-01-30
S108275,2,Core Engineering,Higher Studies,01/02/2024
S108276,3,Web Development,Job,2024-03-03
S108277,0,AI/ML,higher studies,01-23-2024
S108278,1,Core Engineering,Job,25/02/2024
S108279,1,Core Engineering,Job,10/02/2024
S108280,2,Product/Management,Higher Studies,2023-12-03
S108281,2,Product/Management,,2024-01-17
S108282,2,Core Engineering,Job,2024/03/17 03:18:39
S108283,3,AI/ML,Job,2023/11/18 20:07:34
S108284,1,Product/Management,Job,2024-02-13
S108285,0,AI/ML,Higher Studies,2024-03-12
S108286,3,Core Engineering,Job,2023-12-19
S108287,0,Core Engineering,Job,2024-04-07
S108288,1,AI/ML,Job,2024-04-01
S108289,3,Web Development,Job,2023-12-02
S108290,1,AI/ML,Job,2024-03-16
S108291,2,Data Science,Job,04-10-2024
S108292,0,AI/ML,Startup/Entrepreneurship,10/01/2024
S108293,1,,Higher Studies,01-18-2024
S108294,2,Product/Management,Job,08/04/2024
S108295,0,Data Science,Job,2023-11-07
S108296,1,Product/Management,Job,2024-02-24
S108297,0,Product/Management,Job,2024/03/26 22:41:27
S108298,2,Core Engineering,Job,2023-11-14
S108299,1,Product/Management,Job,18/12/2023
S108300,3,Web Development,Higher Studies,2024-03-13
S108301,1,Product/Management,Job,03-12-2024
S108302,1,Product/Management,Job,2024-01-26
S108303,2,Web Development,Job,2023-12-16
S108304,0,Cybersecurity,Job,2024-03-08
S108305,1,AI/ML,Job,24/02/2024
S108306,2,Web Development,Job,07/03/2024
S108307,2,Product/Management,Startup/Entrepreneurship,2023-12-15
S108308,1,Cybersecurity,Startup/Entrepreneurship,2024-03-15
S108309,1,Core Engineering,Job,2024-03-23
S108310,1,Data Science,Job,07/12/2023
S108311,1,AI/ML,Job,12/11/2023
S108312,1,Web Development,Higher Studies,11/03/2024
S108313,1,Data Science,Higher Studies,03-07-2024
S108314,1,Core Engineering,Higher Studies,2024-02-27
S108315,0,AI/ML,Job,2024-02-15
S108316,3,AI/ML,Job,01/01/2024
S108317,2,Product/Management,Job,01-29-2024
S108318,1,Core Engineering,Job,2024-03-06
S108319,1,Cybersecurity,Job,09/11/2023
S108320,1,AI/ML,Startup/Entrepreneurship,2024-01-29
S108321,0,Core Engineering,Job,2024-01-30
S108322,1,Web Development,Job,05/11/2023
S108323,0,AI/ML,Job,2024-02-02
S108324,0,Web Development,Job,02-19-2024
S108325,1,Web Development,Job,2024-02-29
S108326,0,Product/Management,Job,16/11/2023
S108327,0,Product/Management,Higher Studies,2024-01-30
S108328,3,AI/ML,Higher Studies,2024-01-18
S108329,0,Data Science,Higher Studies,2023-12-06
S108330,1,Cybersecurity,Job,04-06-2024
S108331,2,AI/ML,Higher Studies,2023-11-29
S108332,2,Product/Management,Higher Studies,01/12/2023
S108333,1,Cybersecurity,Job,21/12/2023
S108334,3,Cybersecurity,Higher Studies,2024-02-29
S108335,2,Web Development,Job,03/02/2024
S108336,0,Cybersecurity,Job,2024-01-15
S108337,0,Data Science,Job,2023-12-30
S108338,0,Core Engineering,Higher Studies,2023-12-07
S108339,1,AI/ML,Job,2024-03-12
S108340,0,Web Development,Job,2023-11-11
