student_id,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,study_hours_daily,self_learning_hours,motivation_level,adaptability_score,gym_frequency,family_income_lpa,resume_score,communication_skills,aptitude_score,mock_interview_score,hackathons_participated,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,wellness_score,screen_to_study_ratio,backlog_history,attendance_percentage,cgpa,at_risk_flag
S208840,9.44,5.89,1.17,3.98,5.81,5.74,2.78,5.97,73.77,3,1.5,41.51,68.68,80.05,46.8,1,1,1,4,4.49,46.4,82.69,1.03,1,80.56,5.6,0
S208841,7.71,7.56,0.55,7.84,56.92,4.12,0.52,5.52,67.44,4,4.2,73.29,61.05,46.1,26.48,2,4,2,4,3.64,40.21,47.17,1.83,1,75.9,7.51,1
S208842,6.12,4.11,0.48,4.62,3.73,2.9,3.15,7.46,56.85,4,3.4,57.33,54.35,40.64,53.56,2,6,1,5,5.83,48.9,76.63,1.42,2,78.45,7.05,1
S208843,6.67,2.15,0.14,6.14,37.31,1.47,0.31,5.55,45.27,2,18.8,58.09,57.23,42.68,94.89,1,2,1,5,6.87,85.63,56.1,1.46,0,81.02,8.4,1
S208844,6.34,9.97,0.64,4.58,45.19,2.94,0.31,2.03,71.22,2,3.5,45.28,72.99,45.93,27.47,2,2,1,4,9.26,39.19,50.75,3.39,1,76.44,6.06,1
S208845,8.12,4.56,0.83,5.53,43.52,2.56,1.7,4.1,62.17,1,4.2,67.84,97.65,48.02,60.44,1,1,1,5,6.76,38.21,65.46,1.78,0,100.0,8.18,0
S208846,5.61,6.43,0.02,3.12,63.27,3.64,1.21,8.14,57.94,1,3.8,28.24,69.45,52.69,49.42,1,1,2,4,5.03,48.31,53.53,1.76,2,78.54,5.78,1
S208847,7.8,9.84,0.66,1.25,36.34,3.65,3.52,1.82,47.57,3,5.2,55.02,66.39,100.0,53.69,1,0,2,4,6.86,35.41,76.19,2.7,1,77.16,4.65,0
S208848,6.89,7.75,0.96,5.54,23.66,6.04,4.48,4.1,61.73,0,1.0,75.11,53.52,59.77,25.91,1,3,2,2,6.03,52.2,60.71,1.28,2,97.62,8.41,0
S208849,3.0,6.36,0.46,1.0,68.08,3.53,0.99,3.84,72.31,3,5.9,39.44,65.78,70.64,60.36,1,3,1,2,8.05,42.46,51.9,1.8,1,76.68,7.19,1
S208850,6.97,5.8,0.13,7.26,52.31,2.56,4.5,6.19,77.69,2,2.7,52.67,71.86,44.11,85.69,4,3,3,2,7.42,29.77,46.1,2.27,0,75.23,8.83,0
S208851,5.52,3.35,4.75,8.92,37.45,1.57,0.13,3.66,22.36,2,1.4,50.48,21.84,49.51,30.31,3,5,0,2,8.17,43.38,46.52,2.13,0,69.01,6.78,1
S208852,5.04,5.67,1.95,5.33,34.39,3.6,2.87,10.0,46.87,2,3.8,91.56,59.96,84.63,60.97,1,2,0,3,3.49,16.55,59.06,1.57,0,74.01,6.75,0
S208853,6.3,7.42,0.47,7.3,23.12,2.39,1.53,4.77,74.02,3,13.4,62.32,66.77,62.31,35.25,0,2,0,3,4.24,34.17,55.1,3.1,4,58.18,6.89,1
S208854,6.74,8.97,2.31,6.73,71.98,2.77,0.44,9.16,49.44,4,10.4,90.19,49.85,41.38,25.37,0,1,1,6,6.54,13.2,35.87,3.24,1,66.87,8.05,1
S208855,9.73,4.15,1.71,4.14,83.38,1.46,0.1,8.25,65.67,3,4.1,35.54,60.83,83.78,62.98,1,3,0,4,2.45,63.96,54.42,2.85,1,64.37,4.2,0
S208856,6.41,7.7,5.97,3.17,88.29,5.16,0.64,7.22,63.78,4,9.0,48.89,83.85,45.87,66.56,2,2,0,7,3.02,19.05,47.85,1.49,1,85.95,7.14,1
S208857,5.1,9.94,0.2,2.36,65.69,4.55,7.34,6.93,29.11,0,16.0,66.9,75.46,41.22,50.43,1,3,1,3,4.91,0.0,52.96,2.18,0,61.83,5.51,0
S208858,6.15,7.73,0.03,6.47,51.24,3.03,0.37,5.54,40.79,0,1.4,70.75,53.17,43.71,93.6,1,5,1,6,7.92,89.52,47.86,2.55,1,99.88,6.69,1
S208859,6.97,9.04,1.66,6.59,42.44,1.51,1.88,2.73,78.36,1,1.0,91.23,38.36,16.35,67.56,3,4,2,5,7.22,79.9,54.3,5.97,0,82.19,6.49,1
S208860,5.01,4.3,0.91,3.42,19.04,5.7,0.49,2.19,74.58,1,7.9,55.45,74.9,53.09,68.8,1,2,1,5,4.71,39.34,70.6,0.75,0,92.16,5.85,0
S208861,5.98,4.66,0.2,2.64,40.86,1.49,0.99,2.2,97.44,1,1.4,62.14,74.67,52.6,59.84,2,3,2,4,8.84,63.46,63.82,3.12,0,71.38,7.21,0
S208862,4.06,9.96,0.0,2.54,49.57,4.71,1.48,6.73,66.31,0,1.0,47.53,78.22,70.07,42.17,0,0,2,3,5.97,30.81,59.12,2.11,0,98.9,5.89,1
S208863,4.59,9.82,1.6,4.39,42.82,2.67,0.82,2.67,39.78,2,8.6,52.87,73.32,35.01,32.98,6,2,0,3,7.09,54.51,53.95,3.68,0,81.03,5.79,1
S208864,5.71,6.89,0.95,9.79,0.0,0.79,2.64,7.69,37.98,3,11.4,72.0,27.35,47.44,67.64,1,1,0,2,7.2,91.91,56.38,8.71,1,82.2,7.12,1
S208865,7.34,4.33,1.72,7.08,67.27,0.0,3.83,8.12,73.98,1,1.3,65.83,46.81,40.51,51.68,1,3,3,2,6.79,43.99,47.32,17.32,0,67.79,8.55,1
S208866,5.05,8.36,0.43,5.5,71.15,1.09,5.12,5.76,68.71,4,20.8,67.56,70.35,54.34,11.67,3,2,3,4,7.88,58.99,42.07,7.68,3,71.71,6.91,1
S208867,5.12,4.45,4.08,9.07,31.25,4.45,0.79,1.0,86.45,1,7.3,36.5,32.1,67.78,46.05,2,3,0,7,7.03,38.32,48.16,1.0,1,69.88,5.66,1
S208868,6.18,6.56,1.18,7.11,63.84,0.19,1.74,4.0,53.03,1,2.3,43.28,73.04,69.08,63.06,1,3,1,4,2.41,7.18,41.45,26.25,1,56.96,7.04,1
S208869,4.9,11.75,0.55,10.0,2.64,4.52,0.59,7.76,63.41,2,2.5,94.11,65.18,62.1,17.5,5,4,0,5,9.89,45.59,53.76,2.6,2,62.29,7.87,1
S208870,5.54,8.73,2.09,5.64,32.51,5.42,2.48,7.59,55.21,1,1.6,46.72,60.25,60.28,62.6,2,4,0,4,4.69,97.66,51.73,1.61,1,79.75,4.92,1
S208871,5.03,7.81,0.43,4.94,34.22,1.12,4.04,5.04,66.8,0,4.4,44.2,36.77,34.1,63.57,3,3,2,5,6.65,54.95,56.5,6.97,1,79.87,4.88,1
S208872,8.71,5.75,0.11,8.55,36.03,2.71,8.0,5.58,43.42,2,1.0,28.45,39.32,53.38,29.81,1,1,0,8,0.42,40.79,58.52,2.12,1,70.59,7.44,1
S208873,5.65,1.28,2.14,4.48,24.73,3.78,1.85,4.31,100.0,1,2.6,39.94,35.3,39.51,74.3,3,0,0,2,3.1,20.06,58.65,0.34,0,97.96,8.62,0
S208874,8.24,8.36,0.05,7.04,48.76,3.92,0.34,7.11,41.15,0,14.3,59.94,47.78,65.66,62.5,1,0,1,3,6.07,25.82,53.25,2.13,0,91.89,7.3,1
S208875,6.48,6.25,1.3,5.14,0.0,3.04,2.35,9.19,50.86,1,11.8,64.56,52.31,66.24,68.35,0,4,0,2,5.73,69.41,75.93,2.05,0,77.26,7.93,0
S208876,8.77,8.3,2.41,6.44,33.59,3.42,0.15,4.76,51.89,2,7.4,60.61,77.56,57.72,48.81,1,1,1,4,8.84,63.32,64.49,2.43,2,91.06,6.36,0
S208877,4.94,2.61,0.79,4.7,21.77,5.04,1.91,5.05,47.19,4,5.5,88.61,55.17,59.84,33.18,1,1,0,7,5.31,46.18,61.98,0.52,1,94.18,7.34,0
S208878,6.55,6.22,0.93,7.33,69.75,2.92,3.84,4.19,66.1,1,1.7,78.57,53.34,41.42,71.83,2,2,0,5,0.0,29.77,50.5,2.13,0,58.17,8.37,1
S208879,3.0,8.19,2.87,4.53,31.38,0.0,0.67,6.28,33.84,2,1.0,81.68,46.61,45.79,64.32,2,0,0,7,0.21,46.67,58.8,32.75,0,70.71,7.89,1
S208880,8.12,9.39,4.39,4.9,74.97,3.66,6.74,2.35,54.68,1,7.3,48.24,57.09,60.99,51.61,0,1,1,6,8.0,67.35,48.12,2.57,1,94.36,8.3,1
S208881,7.17,5.1,1.06,5.29,59.23,3.28,1.76,4.29,57.19,0,4.3,8.07,56.33,39.9,69.89,3,2,1,5,5.05,59.21,49.47,1.55,3,89.18,7.13,1
S208882,5.8,2.28,1.76,2.38,91.29,1.53,2.83,2.12,8.91,1,1.0,54.82,43.23,86.05,42.56,1,3,0,6,9.09,24.27,42.3,1.49,0,85.75,7.42,1
S208883,9.13,6.22,4.19,6.06,51.45,3.35,0.16,5.27,73.97,0,1.0,55.9,33.96,48.83,62.42,0,6,0,3,0.0,67.95,62.92,1.86,0,86.23,6.96,0
S208884,10.0,6.67,1.09,4.6,47.4,4.27,0.1,5.77,33.67,1,5.5,39.22,40.39,74.63,74.33,2,2,1,1,7.13,49.04,66.48,1.56,2,96.56,5.35,0
S208885,8.43,8.41,0.28,6.68,31.91,2.6,2.65,7.36,61.11,2,8.4,77.62,100.0,60.42,76.83,0,1,0,6,5.91,50.26,67.05,3.24,3,70.52,4.88,1
S208886,8.54,6.98,1.4,7.85,51.65,2.71,1.72,3.22,76.64,1,1.0,29.26,40.85,54.82,56.76,1,2,0,2,10.0,58.0,54.4,2.58,2,68.81,9.43,1
S208887,6.39,8.82,0.91,3.82,90.17,1.46,0.18,5.18,91.47,0,1.0,80.43,34.23,57.45,63.28,0,3,0,5,6.55,41.82,44.24,6.05,2,91.04,6.01,1
S208888,5.18,6.34,4.46,8.04,20.83,6.63,2.44,7.44,54.55,2,3.8,55.99,12.21,39.23,66.39,2,3,0,7,4.53,55.03,50.78,0.96,1,42.59,7.86,0
S208889,4.21,3.83,1.16,5.49,56.27,2.75,1.67,7.18,15.0,2,8.7,56.75,67.63,57.98,71.0,2,5,0,8,5.12,24.36,43.66,1.39,1,66.9,5.46,1
S208890,7.78,7.94,3.5,5.58,70.45,4.6,1.24,8.01,76.73,2,5.3,94.82,55.0,92.82,43.41,0,0,1,8,2.39,41.75,52.34,1.72,2,72.44,6.18,0
S208891,3.69,6.04,4.34,7.57,35.55,4.18,1.92,8.29,42.29,3,3.6,49.48,79.48,57.42,31.45,2,2,0,3,7.66,38.43,52.33,1.45,1,62.51,6.27,0
S208892,6.04,6.73,0.18,10.0,52.21,5.3,8.0,5.08,49.04,0,10.2,67.49,23.22,47.66,46.67,0,6,3,3,4.28,58.72,37.06,1.27,1,81.15,7.23,1
S208893,8.71,8.58,1.04,4.58,25.17,2.57,0.32,5.34,69.03,1,22.7,89.18,87.54,62.93,51.79,5,3,1,5,9.05,44.27,77.85,3.34,0,79.77,9.87,0
S208894,6.82,8.01,1.63,3.23,47.19,4.4,0.33,5.84,60.61,0,11.8,29.32,33.19,97.33,75.62,1,3,2,6,6.41,56.71,65.7,1.82,0,63.32,8.9,0
S208895,4.56,6.23,1.31,5.09,50.5,1.96,0.85,5.06,33.27,3,3.9,87.04,49.12,66.18,66.47,2,3,0,4,7.28,25.99,52.53,3.18,0,67.19,6.42,0
S208896,5.11,8.19,2.45,6.57,51.56,5.76,1.63,5.22,11.92,2,3.1,36.88,93.38,53.64,69.47,4,3,1,2,5.05,65.67,41.57,1.42,0,97.85,8.5,1
S208897,8.1,9.73,2.18,5.31,59.56,3.92,0.24,7.05,62.43,2,4.9,66.77,63.06,78.9,32.11,2,2,3,2,2.43,73.78,55.85,2.48,2,69.5,6.85,0
S208898,4.84,6.87,0.55,10.0,0.99,3.09,1.67,7.8,45.34,2,11.3,41.02,56.93,56.57,70.18,2,3,0,4,2.04,47.76,52.15,2.22,0,100.0,6.14,0
S208899,5.68,3.04,5.31,6.08,2.42,2.02,0.07,6.79,46.98,1,15.8,32.74,63.25,43.27,63.59,2,5,0,10,0.0,20.08,63.92,1.5,0,95.7,6.5,0
S208900,4.35,7.53,0.53,6.57,0.0,2.08,0.01,9.59,61.15,1,3.6,82.81,63.82,100.0,87.52,0,3,2,6,1.78,56.11,64.11,3.62,0,76.64,7.34,1
S208901,6.23,6.76,0.65,10.0,81.2,2.1,1.8,8.54,54.01,1,2.6,65.45,49.69,54.63,40.84,4,2,1,7,1.59,12.91,34.69,3.22,1,74.82,7.02,1
S208902,5.44,7.38,0.46,3.45,20.94,2.75,3.78,1.74,58.84,2,13.0,58.6,68.67,57.75,57.69,2,2,1,1,5.86,47.32,70.12,2.68,1,71.62,5.75,1
S208903,7.75,0.0,0.6,5.83,3.7,0.0,0.05,2.54,51.52,0,1.0,33.59,49.11,76.79,61.23,4,2,1,6,6.06,43.5,78.95,0.0,1,80.15,7.04,1
S208904,4.93,1.73,0.09,5.77,57.93,5.51,0.68,4.02,96.58,3,2.0,88.38,91.66,54.25,67.19,2,0,0,3,7.87,29.1,38.42,0.31,1,87.26,7.29,1
S208905,5.71,3.44,0.3,8.15,60.49,4.46,3.14,7.12,63.82,1,1.5,59.63,71.8,49.82,45.8,0,3,1,4,0.0,23.88,39.8,0.77,1,57.09,5.29,1
S208906,3.0,5.34,1.4,3.92,40.17,2.16,2.0,5.06,41.85,1,1.0,54.08,20.25,80.07,84.11,3,0,1,4,4.61,58.25,58.29,2.48,2,60.02,5.31,1
S208907,8.14,4.47,0.76,1.86,43.68,4.28,1.81,5.78,72.06,1,2.1,33.81,55.11,54.36,68.19,0,4,0,5,1.48,44.89,73.61,1.05,1,70.14,8.31,0
S208908,8.0,4.32,0.0,1.94,18.18,2.78,1.22,3.74,42.8,3,3.1,80.79,66.02,64.35,69.67,1,1,0,3,5.8,45.46,85.01,1.55,0,70.1,5.56,1
S208909,5.92,4.47,0.73,7.19,48.59,4.38,1.01,7.39,82.92,1,6.1,61.72,56.88,61.03,86.04,2,2,0,1,2.32,23.73,44.32,1.02,0,67.32,6.84,0
S208910,6.52,5.04,0.86,7.21,61.67,2.63,1.48,7.77,72.0,0,4.4,65.63,22.48,47.89,65.78,2,5,2,3,6.97,58.73,47.27,1.91,1,93.07,6.14,0
S208911,6.94,4.23,0.23,8.04,55.25,2.46,0.16,4.21,44.78,4,9.5,38.83,55.08,60.87,65.03,1,1,4,5,7.85,26.14,49.43,1.72,0,76.01,7.53,0
S208912,7.8,3.78,0.2,6.25,97.3,0.09,5.08,7.48,67.54,1,23.4,77.14,78.48,42.16,43.29,1,2,1,2,6.61,22.9,31.81,15.14,1,78.22,7.73,1
S208913,4.0,6.0,0.35,10.0,0.0,1.08,0.83,8.79,52.6,2,1.0,85.19,77.83,67.95,45.13,0,2,1,2,0.49,51.79,47.29,5.57,0,49.68,9.01,1
S208914,5.04,7.12,0.0,7.89,28.48,5.93,1.85,3.72,55.76,0,1.0,45.49,59.85,47.73,73.01,2,0,0,4,5.26,76.26,48.54,1.2,0,77.85,7.26,0
S208915,9.49,5.66,0.55,8.79,30.59,3.37,0.87,3.96,65.05,2,3.8,40.66,85.34,61.49,89.9,1,4,2,4,7.82,43.15,57.27,1.68,1,75.08,6.54,0
S208916,7.94,4.01,0.76,3.12,47.23,0.76,0.47,6.49,58.78,1,1.0,60.07,41.83,60.6,31.37,0,3,2,1,5.54,34.5,64.96,5.27,1,56.22,7.49,1
S208917,7.13,5.55,0.99,5.31,20.81,5.97,0.36,3.14,58.93,1,6.8,41.8,93.97,72.24,20.3,2,1,0,6,8.81,41.11,68.26,0.93,0,92.92,6.7,0
S208918,6.35,10.68,1.8,5.35,28.73,3.72,0.65,6.79,72.07,0,7.2,0.0,94.57,44.31,37.48,0,7,0,5,5.4,53.02,59.64,2.87,2,71.29,3.5,1
S208919,7.49,6.45,3.72,8.85,49.47,5.79,2.65,3.99,42.54,2,5.7,50.76,73.97,47.82,45.72,2,5,0,9,7.19,28.56,41.24,1.11,0,57.7,6.27,1
S208920,7.57,4.55,1.73,2.85,55.92,4.2,0.37,5.77,62.21,1,1.0,88.64,51.5,80.64,52.45,0,4,1,6,3.16,42.66,61.18,1.08,0,72.55,6.53,0
S208921,7.55,6.94,1.22,9.29,21.51,2.65,2.0,7.48,49.76,3,1.0,52.74,42.15,55.19,64.21,0,1,1,4,4.84,29.64,56.14,2.62,1,77.52,8.02,1
S208922,4.83,3.73,1.85,2.6,37.63,0.7,4.76,9.2,59.55,2,3.1,53.42,48.3,76.86,69.65,1,2,2,5,2.48,81.0,64.9,5.29,0,77.12,8.86,0
S208923,6.35,4.62,1.68,5.97,37.41,2.98,1.82,5.36,62.84,2,19.5,90.02,52.92,56.61,54.69,2,2,1,3,6.59,47.91,51.81,1.55,0,99.13,7.73,0
S208924,6.88,9.29,0.08,6.24,34.04,1.55,1.87,3.3,69.23,4,7.0,40.68,66.66,60.06,46.77,0,0,1,2,5.38,50.88,58.18,5.99,1,94.43,8.0,1
S208925,6.75,9.95,0.27,5.5,60.4,1.79,0.58,7.42,66.12,3,3.0,62.08,78.27,97.02,95.99,1,0,0,3,6.9,65.03,51.04,5.56,0,65.06,7.66,1
S208926,4.86,6.02,2.24,8.77,22.27,4.54,0.39,5.94,57.04,1,13.5,64.3,26.71,39.02,83.3,1,2,3,4,2.1,53.01,49.89,1.32,0,98.09,9.8,1
S208927,6.01,4.82,7.9,8.96,50.35,0.3,3.22,4.79,40.8,1,7.9,78.51,22.09,61.08,39.66,0,2,0,4,7.16,45.73,31.39,16.07,2,71.63,7.35,1
S208928,4.96,9.76,1.49,4.34,33.56,3.59,0.07,3.07,57.15,1,1.0,25.86,73.11,67.74,46.28,1,2,0,1,8.8,52.48,56.82,2.72,0,64.05,7.27,0
S208929,5.73,6.76,0.18,4.37,37.33,2.32,0.86,4.62,59.47,3,8.5,32.67,59.07,37.31,86.52,1,3,1,3,5.82,61.28,58.22,2.92,1,88.0,9.22,1
S208930,6.64,9.04,0.13,5.9,42.25,4.38,1.31,8.49,61.47,1,3.7,81.64,77.66,35.83,58.12,1,1,0,2,5.23,39.41,59.06,2.06,0,86.43,7.68,0
S208931,7.13,3.01,1.34,5.12,78.73,0.94,3.73,10.0,29.35,1,3.6,55.34,61.69,56.61,60.91,1,0,2,4,4.78,49.6,51.53,3.2,1,78.08,6.75,1
S208932,7.16,4.62,0.81,3.17,37.08,2.19,5.23,6.13,64.77,0,7.1,31.35,83.52,46.49,62.05,1,0,2,3,7.35,62.65,63.66,2.11,1,63.01,5.69,0
S208933,7.74,4.19,0.6,8.5,39.78,6.4,3.68,5.03,58.72,0,2.3,52.35,39.8,53.52,56.21,2,3,0,4,9.87,91.46,48.13,0.66,0,74.47,7.42,0
S208934,6.54,1.56,0.72,1.51,28.97,5.28,7.99,6.68,89.19,1,1.8,64.5,54.65,70.54,65.85,1,3,1,6,4.75,67.99,72.18,0.29,0,60.91,9.27,0
S208935,4.57,0.0,0.99,5.99,40.1,2.05,1.79,1.84,59.84,2,7.4,36.76,47.87,46.21,75.81,1,5,1,2,3.97,40.26,52.56,0.0,0,81.28,7.06,0
S208936,6.42,8.12,3.84,7.87,31.5,5.59,6.8,1.0,69.81,3,9.5,71.11,57.34,50.52,28.5,1,1,2,3,1.99,77.89,57.51,1.45,0,79.17,7.71,1
S208937,5.69,5.86,0.49,9.45,56.38,0.49,1.19,2.23,85.03,2,1.2,100.0,82.83,53.41,60.64,0,3,1,1,4.86,58.5,33.21,11.85,0,96.01,4.39,1
S208938,3.95,5.71,2.0,7.32,16.18,0.89,0.84,6.54,12.36,3,7.3,74.34,84.78,79.26,24.55,5,2,2,5,5.17,48.41,55.59,6.41,0,82.02,5.59,1
S208939,5.44,6.4,0.82,7.38,52.99,1.71,3.85,3.75,26.0,2,3.2,43.85,53.11,67.26,22.15,1,2,0,4,6.94,50.54,34.49,3.74,0,90.65,5.4,1
S208940,6.9,6.09,0.11,4.6,52.42,0.82,0.93,3.05,42.35,2,1.0,30.7,32.28,71.99,54.79,1,1,2,1,4.52,46.46,55.66,7.42,0,69.97,7.66,1
S208941,7.77,7.15,2.05,8.83,1.24,2.97,1.62,6.93,75.61,0,15.2,46.04,55.68,40.74,30.63,2,1,0,2,5.71,56.52,66.94,2.41,2,77.54,5.15,1
S208942,6.17,4.17,0.99,6.42,6.14,3.0,0.42,8.63,49.62,3,2.0,59.43,71.99,34.1,42.1,3,1,4,4,4.81,58.91,67.5,1.39,0,64.7,5.23,0
S208943,4.36,10.64,4.25,7.11,42.88,4.11,1.71,2.19,67.41,0,1.0,72.93,42.94,65.04,49.86,3,4,1,2,5.79,48.45,40.61,2.59,1,83.54,7.89,1
S208944,6.25,6.69,2.49,8.0,32.88,1.69,1.08,1.8,87.94,1,1.0,78.98,41.06,62.57,64.09,3,7,2,2,5.66,52.5,55.88,3.97,0,61.26,6.96,1
S208945,5.29,4.78,5.07,6.29,37.79,4.14,1.61,6.43,73.25,2,3.5,65.0,18.38,86.88,37.74,1,3,0,4,7.64,30.37,45.38,1.15,1,59.65,9.95,0
S208946,8.09,3.07,0.62,4.42,67.46,0.42,3.48,4.07,54.06,3,1.2,61.15,77.56,59.79,66.64,1,3,1,6,3.34,54.5,54.88,7.3,2,61.33,9.5,0
S208947,4.55,7.09,1.49,5.31,15.01,1.54,2.39,5.43,51.16,3,9.2,32.98,61.15,75.41,39.44,0,3,1,4,4.77,74.77,60.12,4.61,0,64.49,9.34,0
S208948,7.52,9.05,0.57,9.2,17.17,4.01,0.66,2.31,51.75,1,1.0,47.89,52.95,68.58,52.41,1,3,1,3,5.6,42.21,62.23,2.26,0,55.55,8.72,1
S208949,6.0,4.72,1.23,8.01,62.58,2.03,1.96,6.09,61.87,2,1.0,50.35,55.36,55.09,73.61,0,1,1,6,7.44,42.6,39.8,2.33,0,81.79,7.58,0
S208950,6.87,5.83,0.28,9.85,43.23,2.15,3.02,8.78,30.14,4,9.7,59.53,83.94,59.9,70.48,0,3,1,2,7.33,33.22,41.14,2.71,1,91.81,3.89,0
S208951,5.32,3.29,0.8,5.33,52.03,2.64,0.08,6.22,69.27,3,10.2,45.68,68.18,71.51,79.93,1,4,1,8,5.86,30.53,54.44,1.25,0,85.33,5.47,0
S208952,7.05,2.75,1.35,5.03,3.26,4.84,0.13,8.14,61.49,3,5.4,49.36,22.69,62.3,72.7,1,1,0,5,5.31,63.39,75.55,0.57,1,72.11,7.09,0
S208953,6.31,12.2,2.08,7.75,34.9,3.82,2.41,1.02,76.87,0,9.1,31.69,59.35,70.33,47.04,0,3,0,3,8.8,43.25,49.01,3.2,1,91.12,5.39,0
S208954,6.07,5.66,2.43,6.07,47.62,1.31,6.46,1.02,97.72,2,4.3,75.96,100.0,42.02,43.11,1,2,2,3,5.24,66.51,55.32,4.32,0,83.99,6.62,1
S208955,4.8,6.67,0.72,8.17,79.5,2.89,3.91,5.83,86.54,4,6.0,67.9,55.11,49.97,55.99,1,5,1,6,4.7,57.17,22.81,2.31,0,81.83,7.65,1
S208956,5.53,10.23,2.26,6.84,50.81,4.12,4.58,4.85,37.42,5,7.2,52.48,54.4,57.02,51.25,0,4,1,3,1.78,35.5,50.9,2.48,2,63.89,5.82,1
S208957,3.66,7.2,0.63,5.06,69.48,4.37,6.76,7.76,53.93,2,3.7,35.08,53.11,59.5,62.16,0,1,1,6,5.04,15.38,46.67,1.65,1,72.77,5.62,1
S208958,7.05,9.34,0.75,5.89,69.08,1.94,3.45,5.22,48.64,2,1.0,91.43,68.92,57.2,39.67,2,1,0,4,3.29,79.01,34.52,4.83,1,80.42,6.53,1
S208959,5.9,2.06,2.34,4.78,66.68,3.86,0.5,4.8,82.28,2,1.9,51.01,50.15,73.88,65.64,0,0,0,3,6.85,60.46,43.69,0.54,1,62.94,6.83,0
S208960,8.41,10.67,2.67,2.78,48.76,1.48,0.21,6.15,47.79,1,8.5,75.2,43.67,51.49,65.6,1,2,1,2,4.84,85.03,70.06,7.23,1,57.64,7.63,1
S208961,4.19,6.79,1.36,3.96,52.25,6.05,5.03,7.23,38.58,0,1.0,74.52,76.63,53.24,61.49,1,4,0,2,3.98,71.65,50.76,1.12,2,89.18,9.41,0
S208962,8.54,10.07,2.22,7.86,65.77,2.91,0.95,7.19,42.32,1,1.5,51.24,81.04,40.13,22.54,1,0,0,1,7.61,38.02,53.09,3.46,0,72.08,8.66,0
S208963,6.96,5.63,3.53,5.2,52.68,5.46,0.26,4.48,46.32,1,1.0,54.17,50.94,67.51,30.83,2,3,0,4,2.75,64.96,46.56,1.03,1,59.74,7.95,1
S208964,5.68,6.21,7.97,6.89,27.85,2.21,1.07,3.52,100.0,3,4.6,78.4,61.76,61.57,44.21,1,3,0,5,6.89,17.08,59.03,2.81,0,74.74,6.58,1
S208965,7.01,8.15,0.07,6.0,65.82,3.38,0.35,6.34,85.51,3,1.6,46.74,60.29,67.45,44.21,1,0,0,7,8.04,71.48,52.38,2.41,1,89.74,6.85,1
S208966,4.54,7.19,0.54,6.58,58.09,3.61,0.82,1.96,65.91,1,1.0,55.06,80.15,26.47,48.32,2,4,1,5,4.13,61.04,41.46,1.99,2,90.84,6.68,0
S208967,4.39,6.81,0.17,5.3,32.48,3.55,0.1,6.37,65.27,2,7.2,61.17,52.04,59.22,48.12,3,0,0,5,2.23,41.84,51.61,1.92,0,72.29,8.63,1
S208968,8.04,9.14,3.81,4.25,36.0,3.11,0.29,8.49,79.93,4,14.4,63.37,54.16,54.06,45.88,1,3,0,4,6.55,47.59,71.61,2.94,1,84.09,7.29,0
S208969,3.5,7.09,0.49,5.88,76.43,5.03,1.01,6.33,86.5,2,1.9,54.89,82.42,59.25,53.59,1,3,0,2,5.13,58.93,32.0,1.41,1,96.95,4.8,1
S208970,6.34,6.98,0.13,6.22,40.66,1.82,1.04,2.08,33.09,2,1.1,48.97,65.57,50.32,48.35,1,2,1,1,8.11,41.84,58.96,3.83,1,74.34,4.43,1
S208971,8.24,7.71,3.02,5.75,37.98,5.53,0.88,6.01,45.73,1,1.9,62.74,43.52,52.51,73.15,4,2,0,0,4.46,71.55,64.22,1.4,1,71.97,6.45,1
S208972,6.49,5.52,0.42,7.21,41.81,1.82,0.04,5.67,70.39,1,10.5,56.17,73.49,65.41,53.37,2,4,0,4,1.16,57.0,48.67,3.03,1,91.45,6.57,0
S208973,8.2,6.17,1.39,5.78,42.05,2.15,1.09,5.15,63.81,1,7.5,100.0,95.2,27.1,53.24,1,3,1,4,3.18,31.44,59.1,2.88,1,67.34,8.61,1
S208974,6.02,10.1,1.84,5.02,52.25,2.63,0.71,3.82,58.79,3,4.9,36.79,100.0,42.47,37.08,2,4,0,2,8.43,0.0,46.43,3.84,2,84.41,6.51,1
S208975,5.38,5.49,1.55,5.47,45.45,2.4,0.09,3.85,99.58,5,1.0,55.23,55.95,45.41,57.71,4,2,3,2,4.09,77.13,49.89,2.29,1,80.54,6.79,1
S208976,7.97,6.13,0.39,6.99,52.6,1.3,0.43,5.51,68.96,5,10.8,63.05,44.03,59.45,61.13,1,4,1,4,7.54,64.38,48.97,4.73,0,66.51,6.63,1
S208977,7.58,5.03,0.93,8.29,40.06,2.28,0.55,8.14,76.59,2,2.9,50.55,68.01,57.36,51.96,1,4,0,5,3.79,91.42,56.2,2.2,3,84.85,6.68,0
S208978,6.21,4.3,0.82,4.62,0.0,3.62,0.69,7.29,84.96,4,9.0,41.08,70.54,96.7,46.58,2,2,1,2,10.0,65.93,83.09,1.19,0,85.16,8.16,0
S208979,8.28,4.18,0.08,7.16,37.77,1.69,4.5,2.62,75.07,4,7.4,79.3,32.74,42.28,56.51,2,3,1,8,9.17,39.14,58.71,2.47,0,60.71,8.76,1
