student_id,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,performance_band
S108386,9.12,86.96,59.9,4,53.45,Average
S108387,7.48,70.55,67.99,4,94.96,Average
S108388,6.23,56.01,61.79,2,77.37,At_Risk
S108389,5.37,51.68,77.74,0,71.47,Average
S108390,7.51,72.02,60.64,1,84.63,At_Risk
S108391,6.85,69.75,45.72,3,54.36,At_Risk
S108392,9.05,79.52,75.28,2,77.29,Average
S108393,6.55,61.92,47.31,0,52.14,Average
S108394,5.91,53.12,65.73,1,54.33,At_Risk
S108395,8.16,81.04,82.17,1,75.11,Average
S108396,8.2,80.94,75.48,2,83.15,Good
S108397,7.22,71.0,68.37,0,75.96,Average
S108398,7.88,72.0,68.89,1,51.99,Average
S108399,6.95,69.6,54.35,3,58.23,Average
S108400,7.3,63.27,73.32,3,84.5,Average
S108401,8.51,73.95,74.41,2,67.5,Average
S108402,7.81,69.12,70.75,1,64.95,At_Risk
S108403,6.78,64.28,68.13,2,85.66,At_Risk
S108404,8.76,85.9,66.14,0,58.12,Average
S108405,3.93,35.0,78.28,0,91.24,At_Risk
S108406,9.67,97.13,60.02,2,78.4,Good
S108407,4.78,45.96,50.55,2,73.36,At_Risk
S108408,6.18,52.48,79.76,0,89.7,Average
S108409,6.95,66.4,50.84,4,45.6,At_Risk
S108410,6.81,69.06,58.36,1,82.44,At_Risk
S108411,8.31,81.33,73.52,1,76.99,Average
S108412,5.62,57.83,72.32,1,65.53,At_Risk
S108413,7.34,64.26,65.89,0,51.53,Good
S108414,6.25,58.0,86.3,1,50.89,At_Risk
S108415,7.38,66.45,80.68,2,95.0,Average
S108416,6.92,73.0,66.62,1,71.9,Average
S108417,7.12,70.2,60.7,0,54.29,At_Risk
S108418,6.29,71.1,71.46,1,78.1,At_Risk
S108419,6.34,58.33,70.45,0,65.2,At_Risk
S108420,7.37,67.15,83.44,1,87.0,Average
S108421,8.23,77.58,65.43,0,78.52,Good
S108422,6.22,64.62,81.34,0,77.48,At_Risk
S108423,5.87,54.31,50.68,3,87.58,At_Risk
S108424,7.8,74.57,72.57,3,69.6,Average
S108425,6.96,66.49,58.79,2,84.87,At_Risk
S108426,8.08,76.91,68.08,2,69.71,At_Risk
S108427,5.82,52.7,65.15,4,61.82,At_Risk
S108428,4.69,43.97,53.57,1,49.59,At_Risk
S108429,6.31,59.2,58.44,1,49.7,Average
S108430,6.0,57.0,61.98,1,84.56,At_Risk
S108431,6.9,69.3,90.69,1,92.5,Average
S108432,6.17,65.68,61.06,1,77.42,At_Risk
S108433,7.96,72.29,43.35,0,64.26,At_Risk
S108434,6.63,61.37,58.37,1,77.48,Average
S108435,7.2,65.0,45.09,3,93.85,At_Risk
S108436,7.2,69.2,54.43,2,58.46,Average
S108437,7.25,66.75,36.31,2,52.45,At_Risk
S108438,6.97,67.16,59.92,2,60.98,At_Risk
S108439,7.66,77.22,72.85,1,78.2,Good
S108440,5.97,46.57,62.63,2,58.26,At_Risk
S108441,8.82,85.75,63.32,1,58.22,Average
S108442,6.69,61.74,100.0,1,84.3,At_Risk
S108443,5.29,52.14,60.17,6,52.91,At_Risk
S108444,7.24,65.24,70.84,3,70.49,At_Risk
S108445,5.89,60.77,69.37,1,70.34,At_Risk
S108446,7.86,78.37,71.3,0,87.72,Average
S108447,9.87,96.06,60.09,0,51.76,Good
S108448,5.98,59.96,77.96,1,72.72,At_Risk
S108449,7.43,67.62,83.44,1,83.3,Average
S108450,4.72,42.34,68.86,1,42.93,At_Risk
S108451,7.59,75.12,83.15,2,58.69,Average
S108452,5.85,52.49,75.02,1,50.91,At_Risk
S108453,6.19,64.57,70.18,2,95.0,Average
S108454,5.57,51.6,54.54,0,57.44,At_Risk
S108455,7.95,77.55,66.4,2,63.16,Average
S108456,8.31,87.34,80.94,0,82.29,Average
S108457,7.03,63.96,62.97,1,90.51,At_Risk
S108458,5.88,56.1,69.02,3,68.48,At_Risk
S108459,9.07,90.35,54.02,0,83.97,Average
S108460,6.02,61.04,72.83,3,66.13,At_Risk
S108461,4.19,38.49,74.03,1,52.98,At_Risk
S108462,7.6,70.09,98.47,0,87.98,Good
S108463,5.56,51.92,71.03,1,73.65,At_Risk
S108464,8.29,84.5,71.92,1,62.55,Average
S108465,6.5,60.68,66.0,1,77.41,At_Risk
S108466,7.78,74.27,66.88,4,95.75,Average
S108467,8.82,82.1,64.08,0,77.0,Average
S108468,5.43,54.39,85.67,2,62.92,Average
S108469,6.26,60.13,61.3,1,86.93,At_Risk
S108470,6.9,62.0,82.93,2,91.07,Average
S108471,9.0,81.61,66.87,3,88.98,Average
S108472,6.14,50.37,57.12,3,85.69,At_Risk
S108473,6.23,55.83,60.72,2,68.43,Average
S108474,7.62,75.58,59.02,4,57.84,At_Risk
S108475,6.25,64.67,61.05,1,76.61,At_Risk
S108476,7.2,71.13,52.3,2,84.03,At_Risk
S108477,4.98,49.56,58.29,1,68.88,At_Risk
S108478,9.88,93.34,35.77,0,64.53,Good
S108479,5.25,52.96,69.38,2,68.4,At_Risk
S108480,6.58,63.67,60.72,3,80.38,Average
S108481,6.96,73.32,65.12,0,55.11,Average
S108482,9.49,89.73,57.29,2,60.17,Average
S108483,5.28,56.0,85.66,1,63.7,Average
S108484,9.58,94.5,43.52,0,66.35,Good
S108485,7.98,78.79,80.16,1,82.77,Average
S108486,7.54,63.61,47.57,1,45.42,At_Risk
S108487,5.72,58.06,58.34,1,74.33,At_Risk
S108488,7.74,73.04,72.75,1,65.15,Good
S108489,6.06,55.79,93.35,0,44.34,Average
S108490,8.65,76.2,78.13,1,43.36,Good
S108491,5.74,54.49,34.44,1,61.25,At_Risk
S108492,6.85,65.24,72.52,3,100.0,At_Risk
S108493,6.28,54.43,57.49,0,87.33,Average
S108494,5.72,48.41,99.17,1,61.64,At_Risk
S108495,7.96,77.6,72.04,1,72.84,Average
S108496,7.7,76.6,80.39,3,71.24,Average
S108497,8.57,82.19,56.66,2,62.91,Average
S108498,4.69,49.1,55.86,2,51.07,At_Risk
S108499,8.38,79.0,67.35,1,68.62,Good
S108500,10.0,94.78,58.23,4,86.14,Average
S108501,6.41,57.25,72.28,1,91.59,Average
S108502,9.46,83.66,62.18,0,72.76,Good
S108503,6.66,70.67,67.65,2,60.4,Average
S108504,5.22,54.08,80.59,1,52.15,At_Risk
S108505,6.6,57.16,68.41,1,58.57,Average
S108506,8.36,80.07,64.52,0,63.59,Excellent
S108507,5.91,55.75,58.78,1,80.03,At_Risk
S108508,6.22,57.99,61.16,4,60.24,At_Risk
S108509,7.77,72.19,77.19,4,71.4,Average
S108510,7.0,68.06,66.2,2,54.04,Average
S108511,7.76,76.99,55.54,2,78.64,Average
S108512,7.31,71.05,62.82,4,44.91,At_Risk
S108513,7.62,71.94,78.79,5,50.92,At_Risk
S108514,6.44,60.53,63.84,0,83.02,At_Risk
S108515,7.3,73.11,34.59,2,72.66,At_Risk
S108516,5.79,56.9,79.77,2,60.95,At_Risk
S108517,8.67,82.7,64.81,1,80.91,Average
S108518,6.18,58.52,78.33,1,92.9,Average
S108519,8.47,81.82,62.69,4,74.61,Average
S108520,6.7,61.74,74.23,1,58.2,At_Risk
S108521,7.26,72.3,75.44,3,78.43,Average
S108522,6.36,56.08,58.41,1,64.13,Average
S108523,5.68,52.31,50.68,4,91.6,At_Risk
S108524,4.73,47.4,53.12,1,92.91,At_Risk
S108525,5.63,48.94,70.64,0,70.15,Average
S108526,6.58,56.21,66.02,3,84.11,At_Risk
S108527,7.28,69.0,67.74,2,56.37,Average
S108528,8.31,72.19,73.55,5,65.23,Average
S108529,6.42,55.8,63.79,0,60.03,Average
S108530,5.85,58.63,62.11,1,67.01,Average
S108531,5.12,47.86,57.28,1,48.82,At_Risk
S108532,7.62,78.0,72.86,2,78.97,Average
S108533,8.8,78.76,90.1,1,79.53,Good
S108534,8.65,81.76,61.47,3,89.98,Average
S108535,7.92,76.87,73.81,1,49.02,Average
S108536,7.83,69.7,85.16,0,95.63,Average
S108537,9.21,91.59,59.21,1,73.72,Average
S108538,7.43,72.64,90.82,1,87.4,Average
S108539,7.84,68.04,55.89,2,72.23,Average
S108540,6.58,62.39,75.21,3,90.32,At_Risk
S108541,5.23,51.22,53.56,7,88.56,At_Risk
S108542,6.11,56.0,74.83,1,56.73,At_Risk
S108543,6.99,60.47,59.47,3,86.04,At_Risk
S108544,7.08,68.0,38.03,1,72.07,At_Risk
S108545,9.5,99.13,86.13,1,55.07,Good
S108546,7.11,65.96,70.69,4,47.8,At_Risk
S108547,8.53,87.34,61.0,2,62.28,Average
S108548,6.43,58.12,64.96,4,87.19,At_Risk
S108549,6.59,63.51,65.51,2,55.44,At_Risk
S108550,5.27,53.17,63.36,2,83.78,At_Risk
S108551,6.03,57.3,62.94,2,52.59,At_Risk
S108552,7.69,71.82,66.19,0,80.94,Average
S108553,7.01,69.5,93.85,4,78.31,Average
S108554,8.23,85.71,38.37,2,78.79,Average
S108555,7.24,69.94,41.83,0,59.58,At_Risk
S108556,6.54,60.08,73.84,4,70.09,At_Risk
S108557,9.79,92.27,34.41,1,82.64,At_Risk
S108558,6.88,75.42,61.5,1,95.38,Average
S108559,8.51,81.4,57.8,2,84.15,Average
S108560,6.48,59.17,67.5,0,71.94,Average
S108561,7.92,70.68,59.86,3,48.38,At_Risk
S108562,8.21,70.66,66.07,2,75.15,Average
S108563,7.27,70.53,57.86,2,83.43,Average
S108564,3.94,40.04,51.65,5,71.8,At_Risk
S108565,7.02,65.14,64.54,0,58.41,Average
S108566,8.6,81.64,74.64,4,45.88,Average
S108567,7.69,68.33,76.19,0,86.9,At_Risk
S108568,7.58,72.54,70.34,0,92.46,Average
S108569,4.76,47.16,84.58,0,73.84,At_Risk
S108570,6.06,55.46,69.11,1,48.21,At_Risk
S108571,7.53,78.34,78.7,1,82.5,Average
S108572,7.53,68.22,64.57,0,72.59,Average
S108573,8.58,82.64,73.94,1,47.44,Good
S108574,6.81,68.1,93.47,0,72.37,Good
S108575,7.53,71.2,70.31,2,68.51,Average
S108576,7.02,65.95,83.56,1,78.14,Average
S108577,5.72,48.6,68.13,2,66.4,At_Risk
S108578,4.07,44.07,51.7,2,91.79,Average
S108579,7.56,71.14,70.06,3,82.05,Average
S108580,7.23,70.8,74.95,1,46.69,Average
S108581,6.2,61.56,79.04,4,48.91,At_Risk
S108582,4.9,43.99,59.14,1,41.46,At_Risk
S108583,7.82,73.49,100.0,3,65.28,Average
S108584,6.65,68.55,82.04,0,64.41,Average
S108585,7.72,68.9,84.34,2,64.77,Average
S108586,9.42,98.03,79.43,1,73.98,Good
S108587,4.22,37.07,57.07,2,81.59,At_Risk
S108588,6.09,53.14,62.56,0,76.59,At_Risk
S108589,6.73,64.44,75.32,1,52.29,Average
S108590,8.89,93.3,44.01,1,53.82,Average
S108591,4.87,38.65,61.83,0,60.84,At_Risk
S108592,9.52,89.84,61.44,1,92.65,Good
S108593,7.18,70.08,75.88,1,61.47,Average
S108594,6.88,65.5,55.09,1,70.87,Average
S108595,6.74,65.58,94.14,1,64.46,At_Risk
S108596,6.43,58.24,100.0,0,81.97,Average
S108597,8.36,77.05,73.63,0,56.61,At_Risk
S108598,5.61,53.0,84.17,1,59.75,Average
S108599,7.45,66.25,74.45,1,54.37,Good
S108600,6.5,61.58,60.97,0,50.3,At_Risk
S108601,6.01,55.53,55.81,2,68.52,Average
S108602,10.0,93.12,72.46,0,78.01,Good
S108603,7.54,72.96,59.23,2,59.94,At_Risk
S108604,7.8,67.0,81.17,0,57.36,Average
S108605,8.48,79.64,59.64,0,83.75,Average
S108606,5.15,58.22,70.87,2,71.02,At_Risk
S108607,9.28,83.8,56.85,2,87.53,Average
S108608,3.74,40.66,55.97,0,89.45,At_Risk
S108609,6.0,57.22,86.77,1,64.53,Average
S108610,6.4,58.42,62.0,1,58.34,Average
S108611,7.76,68.4,62.72,3,78.66,At_Risk
S108612,7.28,69.76,59.59,0,81.52,Average
S108613,6.78,70.25,61.47,1,92.96,Average
S108614,6.98,64.8,66.61,3,55.89,At_Risk
S108615,5.73,54.1,41.69,0,57.08,At_Risk
S108616,5.05,52.0,78.57,1,64.16,At_Risk
S108617,7.94,76.8,73.13,1,77.89,Average
S108618,7.9,68.78,79.4,4,58.79,Average
S108619,9.06,86.46,84.84,2,63.13,Excellent
S108620,5.97,62.79,69.9,2,71.16,At_Risk
S108621,7.9,74.91,69.35,1,82.29,Good
S108622,6.63,52.03,75.76,1,74.19,At_Risk
S108623,8.55,82.76,50.89,1,72.1,Average
S108624,8.33,78.33,63.34,1,70.05,Average
S108625,7.27,61.79,80.73,0,71.73,Average
S108626,6.56,55.59,79.23,1,67.21,At_Risk
S108627,8.25,82.27,96.59,0,50.67,At_Risk
S108628,7.84,71.56,67.01,1,66.67,Average
S108629,6.11,54.42,83.82,1,67.18,Average
S108630,5.27,49.96,67.23,0,63.41,At_Risk
S108631,6.62,60.36,53.69,2,47.11,At_Risk
S108632,8.97,85.62,70.3,0,87.49,Good
S108633,8.49,79.85,65.15,0,66.96,Average
S108634,5.55,47.96,62.52,3,89.74,At_Risk
S108635,5.48,50.03,54.03,4,61.4,At_Risk
S108636,8.66,84.01,64.64,2,67.21,Average
S108637,5.52,52.64,57.09,1,59.37,At_Risk
S108638,7.66,72.46,93.8,1,93.07,At_Risk
S108639,6.2,66.64,79.79,2,94.73,Average
S108640,9.1,89.0,52.81,1,70.53,Average
S108641,6.0,60.4,60.24,1,78.93,At_Risk
S108642,8.49,80.0,62.87,2,47.45,Average
S108643,7.24,69.66,65.29,2,80.88,Good
S108644,7.33,67.89,57.11,3,80.48,At_Risk
S108645,4.44,45.28,66.56,0,57.28,At_Risk
S108646,4.14,38.85,81.2,3,88.15,At_Risk
S108647,6.71,64.67,63.2,0,82.7,At_Risk
S108648,7.32,70.19,52.5,2,88.05,Average
S108649,5.54,52.53,41.78,5,78.57,At_Risk
S108650,5.58,64.81,42.52,3,80.08,At_Risk
S108651,7.73,70.77,71.7,2,64.48,At_Risk
S108652,7.73,70.8,69.65,3,46.2,At_Risk
S108653,6.82,67.58,65.37,2,73.44,Average
S108654,8.01,73.75,60.43,2,91.93,Average
S108655,5.47,50.83,62.48,2,61.15,At_Risk
S108656,6.54,57.76,71.37,0,79.31,Average
S108657,9.14,88.82,60.29,1,67.78,Good
S108658,7.09,69.36,68.64,2,93.94,Average
S108659,7.16,66.8,64.71,0,73.07,At_Risk
S108660,10.0,97.84,69.28,2,56.12,Good
S108661,5.18,41.79,39.64,0,78.32,At_Risk
S108662,8.04,73.51,78.53,2,60.45,At_Risk
S108663,9.16,86.37,71.61,2,61.9,Average
S108664,6.58,57.8,61.83,2,80.7,At_Risk
S108665,8.12,70.12,63.89,5,51.57,Average
S108666,5.72,53.14,74.85,3,67.52,At_Risk
S108667,6.11,60.79,66.32,1,82.33,At_Risk
S108668,7.5,76.38,75.87,3,86.13,At_Risk
S108669,8.04,74.17,69.47,1,86.67,Average
S108670,8.46,83.28,80.1,0,73.55,Good
S108671,9.04,88.43,55.45,1,76.61,Average
S108672,6.91,70.5,69.65,4,58.38,At_Risk
S108673,8.55,79.84,44.85,2,53.6,At_Risk
S108674,6.56,55.0,55.45,0,53.29,Average
S108675,8.17,77.92,50.4,3,90.96,Average
S108676,7.27,65.01,65.94,1,60.92,At_Risk
S108677,7.58,69.11,63.62,2,77.42,Average
S108678,7.55,70.53,60.06,2,38.26,At_Risk
S108679,4.91,45.33,50.63,1,71.73,At_Risk
S108680,5.54,53.18,46.32,1,62.43,At_Risk
S108681,7.13,70.58,53.21,1,45.12,At_Risk
S108682,4.81,44.19,79.33,1,55.74,At_Risk
S108683,8.08,78.35,68.37,1,57.77,Average
S108684,8.13,77.32,55.94,2,60.91,Average
S108685,7.43,74.28,66.73,2,70.14,At_Risk
S108686,5.54,52.0,71.36,3,85.05,At_Risk
S108687,8.79,83.23,69.34,1,85.9,Good
S108688,9.65,90.16,60.95,4,87.05,Average
S108689,7.19,67.67,60.99,0,83.65,Average
S108690,7.66,69.67,61.89,0,80.17,Average
S108691,7.26,65.46,83.71,1,74.13,Average
S108692,7.69,76.15,75.7,1,50.51,Average
S108693,6.84,60.69,84.77,1,84.04,Average
S108694,6.96,64.8,69.52,3,84.79,At_Risk
S108695,8.18,81.75,55.16,4,67.76,Average
S108696,10.0,93.59,84.83,1,91.7,Good
S108697,5.18,52.52,63.71,1,81.9,At_Risk
S108698,6.87,62.85,53.52,2,49.55,At_Risk
S108699,5.47,48.0,55.43,2,76.54,At_Risk
S108700,9.07,79.78,76.96,1,89.07,Average
S108701,6.24,64.0,69.79,1,53.44,Average
S108702,5.12,44.13,58.55,2,60.9,At_Risk
S108703,7.83,77.37,58.45,2,82.27,At_Risk
S108704,9.27,84.04,100.0,1,51.36,Excellent
S108705,7.86,79.96,73.83,1,52.27,Good
S108706,7.27,77.86,65.63,5,82.44,Average
S108707,7.53,64.81,73.86,1,49.34,At_Risk
S108708,8.84,79.63,43.25,0,83.36,Good
S108709,5.86,58.8,55.49,0,61.1,Average
S108710,6.85,67.2,57.43,0,85.04,Average
S108711,6.41,64.02,85.13,0,58.27,Average
S108712,5.48,49.78,42.26,1,77.66,At_Risk
S108713,6.57,70.39,55.7,3,99.29,At_Risk
S108714,8.44,81.0,68.53,2,84.76,Average
S108715,7.74,68.63,62.01,4,66.12,Average
S108716,7.84,73.44,55.24,2,81.58,At_Risk
S108717,7.19,63.5,64.36,2,72.71,Average
S108718,7.68,79.33,89.12,1,87.65,Good
S108719,5.96,53.97,79.23,4,67.45,At_Risk
S108720,6.6,64.65,46.49,4,42.03,At_Risk
S108721,7.25,66.99,69.01,2,84.13,At_Risk
S108722,7.36,67.47,45.02,3,78.33,At_Risk
S108723,7.42,62.81,71.5,0,58.56,At_Risk
S108724,6.82,67.2,79.96,0,70.96,At_Risk
S108725,6.51,67.04,50.19,5,44.83,At_Risk
S108726,10.0,91.34,72.89,1,88.89,Average
S108727,8.18,71.52,87.7,2,91.69,Good
S108728,7.54,74.82,39.61,1,89.41,Average
S108729,6.7,57.03,69.3,0,61.23,At_Risk
S108730,6.41,65.81,69.88,0,72.99,Average
S108731,6.83,61.27,66.61,2,62.41,At_Risk
S108732,7.38,65.7,54.27,1,59.14,Average
S108733,4.56,44.27,71.82,1,69.6,At_Risk
S108734,4.96,42.97,62.76,2,60.58,At_Risk
S108735,6.17,56.0,71.17,2,81.06,At_Risk
S108736,7.27,70.47,58.63,2,91.38,Average
S108737,6.69,54.0,68.42,2,80.2,Average
S108738,8.92,91.32,100.0,3,91.71,Good
S108739,5.07,48.37,47.91,2,65.19,At_Risk
S108740,6.02,52.0,30.32,3,66.87,At_Risk
S108741,8.98,81.2,69.71,2,80.06,Average
S108742,7.17,72.1,63.79,2,57.66,Average
S108743,8.15,79.83,65.36,4,86.4,Average
S108744,9.67,97.4,54.48,1,81.59,Good
S108745,6.1,55.2,72.95,1,73.17,At_Risk
S108746,6.87,66.46,86.52,0,69.06,Average
S108747,6.65,64.8,58.63,2,67.09,At_Risk
S108748,4.46,45.14,80.6,3,55.23,Average
S108749,6.6,67.18,71.6,3,49.07,Average
S108750,8.15,74.51,73.39,2,99.26,At_Risk
S108751,7.7,72.72,70.22,2,88.82,Good
S108752,7.8,71.71,62.17,2,81.91,At_Risk
S108753,6.51,61.6,76.67,1,51.96,At_Risk
S108754,6.15,61.19,60.74,1,90.4,Good
S108755,8.65,75.56,80.73,0,69.63,Average
S108756,6.35,64.8,82.79,2,63.61,At_Risk
S108757,7.38,65.58,65.38,2,63.31,Average
S108758,7.21,67.0,54.2,0,61.47,At_Risk
S108759,8.9,89.53,67.73,1,75.37,Good
S108760,8.26,79.81,82.53,2,47.34,Average
S108761,5.32,51.86,61.51,1,53.57,At_Risk
S108762,5.46,47.11,69.7,1,83.98,At_Risk
S108763,7.75,69.47,64.94,5,70.04,At_Risk
S108764,6.92,69.47,62.97,3,58.01,At_Risk
S108765,6.41,58.52,89.46,2,61.98,At_Risk
S108766,8.32,77.06,79.95,2,67.68,Average
S108767,7.24,72.67,57.73,1,48.18,Average
S108768,7.07,62.95,41.59,2,83.07,At_Risk
S108769,8.01,77.21,74.05,1,67.74,Average
S108770,6.51,62.04,57.01,1,64.93,At_Risk
S108771,9.04,86.0,71.23,0,42.28,Average
S108772,5.98,54.69,65.01,0,72.22,At_Risk
S108773,7.85,72.29,84.58,2,94.13,Average
S108774,8.86,79.89,65.83,0,43.34,Good
S108775,5.21,51.42,70.79,1,83.7,Average
S108776,6.55,59.59,96.41,2,91.31,Average
S108777,8.48,84.48,83.32,1,81.33,Average
S108778,8.5,79.89,44.88,1,54.58,Good
S108779,6.78,60.15,64.31,4,100.0,At_Risk
S108780,6.04,56.48,60.9,2,54.04,Average
S108781,8.24,76.66,75.51,0,52.11,At_Risk
S108782,8.54,85.15,60.64,2,72.81,Average
S108783,5.49,50.64,47.92,3,93.81,At_Risk
S108784,5.43,50.53,69.4,0,56.5,At_Risk
S108785,7.29,75.0,80.43,4,92.89,At_Risk
S108786,7.82,76.31,66.04,1,57.36,Average
S108787,6.61,69.46,65.13,1,85.87,Average
S108788,7.88,79.93,66.82,2,67.86,Average
S108789,6.08,54.18,58.09,1,58.66,At_Risk
S108790,4.25,44.34,65.0,1,52.37,At_Risk
S108791,6.45,67.37,64.13,1,85.74,At_Risk
S108792,7.08,73.41,75.83,3,54.76,At_Risk
S108793,6.64,67.05,83.47,1,73.85,Average
S108794,5.49,56.1,77.67,0,62.16,At_Risk
S108795,4.64,43.0,62.44,3,73.97,At_Risk
S108796,6.33,56.8,43.73,4,77.53,At_Risk
S108797,8.17,76.18,65.02,0,72.5,Average
S108798,8.63,75.35,76.32,0,67.58,Average
S108799,8.54,86.54,80.64,1,58.96,Excellent
S108800,5.94,55.29,64.94,1,87.01,Average
S108801,5.5,57.42,60.45,2,48.53,At_Risk
S108802,7.65,67.71,52.33,1,85.41,At_Risk
S108803,7.83,78.67,78.59,0,83.19,Average
S108804,7.52,69.46,48.12,1,69.85,Average
S108805,4.38,36.5,79.57,2,49.7,At_Risk
S108806,5.87,62.3,60.45,1,48.28,At_Risk
S108807,6.96,70.56,52.82,1,75.95,At_Risk
S108808,7.63,73.36,86.12,0,55.73,Average
S108809,8.0,76.11,51.84,1,54.73,Average
S108810,7.19,70.04,49.31,2,84.19,At_Risk
S108811,7.43,71.36,93.68,0,92.09,Average
S108812,7.11,64.38,75.73,0,53.5,Average
S108813,7.89,73.32,73.26,3,81.03,Average
S108814,7.41,78.21,70.92,0,72.17,Average
S108815,7.09,78.0,59.16,3,83.21,Average
S108816,6.65,69.44,61.47,0,80.39,Average
S108817,7.11,69.42,90.54,3,59.51,Average
S108818,7.63,71.13,66.82,6,69.91,At_Risk
S108819,7.35,66.61,59.41,1,50.86,Average
S108820,7.5,68.27,85.39,1,74.42,Good
S108821,8.75,80.87,58.3,2,82.19,Average
S108822,7.34,78.38,74.1,2,95.29,Average
S108823,6.16,65.71,85.97,2,76.8,At_Risk
S108824,8.15,80.4,65.62,2,58.81,Average
S108825,5.22,45.8,39.66,2,56.64,At_Risk
S108826,5.59,56.72,79.48,0,84.6,Average
S108827,7.44,69.69,84.62,2,50.28,Average
S108828,7.67,64.27,68.27,1,80.94,Good
S108829,5.38,52.27,65.16,4,82.0,Average
S108830,6.5,58.4,67.78,1,59.19,Average
S108831,6.21,55.78,69.2,3,65.08,At_Risk
S108832,6.37,59.49,63.51,3,75.27,Average
S108833,8.23,76.16,90.87,1,52.97,Average
S108834,7.92,75.0,70.61,3,60.11,Average
S108835,6.98,65.93,68.25,2,47.35,Average
S108836,6.29,52.2,78.13,0,56.89,At_Risk
S108837,5.25,55.91,62.55,1,79.12,At_Risk
S108838,8.85,80.11,64.83,0,55.9,Good
S108839,7.77,70.0,74.52,3,67.54,Good
S108840,6.08,56.46,67.5,0,74.07,Average
S108841,7.94,74.95,77.77,1,70.45,Average
S108842,6.91,71.47,63.97,0,83.17,At_Risk
S108843,6.63,64.03,73.41,4,71.76,Average
S108844,7.57,74.14,78.49,5,77.29,At_Risk
S108845,6.04,58.44,81.25,1,66.51,At_Risk
S108846,6.55,63.18,42.23,2,48.99,At_Risk
S108847,7.16,69.24,71.91,2,54.46,At_Risk
S108848,6.35,52.6,78.98,0,82.03,Average
S108849,7.87,73.76,55.48,0,79.55,At_Risk
S108850,9.43,94.23,81.99,2,71.24,Average
S108851,6.02,72.95,70.74,3,67.85,At_Risk
S108852,4.84,41.12,62.38,0,70.38,Average
S108853,4.4,43.47,73.56,2,77.1,At_Risk
S108854,6.8,62.36,78.7,1,53.61,Good
S108855,6.14,66.5,40.0,1,76.18,At_Risk
S108856,7.27,63.65,89.05,0,87.25,Good
S108857,7.17,70.64,42.66,1,77.35,Good
S108858,4.92,41.07,53.65,3,53.92,At_Risk
S108859,4.64,42.81,86.54,3,80.07,At_Risk
S108860,7.38,70.02,80.02,0,71.09,Average
S108861,7.18,72.45,62.14,2,84.88,At_Risk
S108862,6.45,56.93,81.38,2,51.38,Average
S108863,4.85,48.69,72.45,2,58.42,At_Risk
S108864,7.61,72.4,71.05,2,77.03,Average
S108865,8.65,83.3,30.46,2,53.09,Average
S108866,7.36,73.77,54.62,1,45.27,At_Risk
S108867,5.9,50.9,63.22,2,73.51,Average
S108868,7.06,70.29,37.4,1,86.0,At_Risk
S108869,5.22,47.35,78.07,5,74.54,At_Risk
S108870,8.38,83.95,67.23,1,67.1,Average
S108871,7.11,68.85,85.16,1,72.57,Good
S108872,4.7,43.83,61.31,2,56.8,At_Risk
S108873,6.61,60.43,49.65,0,71.04,At_Risk
S108874,7.6,75.51,55.14,1,82.22,Average
S108875,6.57,67.43,71.98,2,85.97,Average
S108876,6.64,60.96,82.35,1,56.43,Average
S108877,5.41,46.85,68.33,5,65.55,At_Risk
S108878,7.74,76.3,80.89,0,60.65,Average
S108879,6.16,53.0,67.9,3,63.02,Average
S108880,4.2,35.0,76.2,0,52.84,At_Risk
S108881,6.52,57.66,90.35,0,92.41,Average
S108882,8.28,76.96,75.11,1,74.52,Average
S108883,6.5,56.38,58.48,0,93.26,At_Risk
S108884,9.26,80.21,71.45,2,69.21,At_Risk
S108885,7.56,67.26,69.32,0,49.29,At_Risk
S108886,7.44,73.25,63.32,0,80.1,Average
S108887,6.83,59.83,57.62,2,89.58,Average
S108888,6.91,64.3,97.02,5,74.52,Average
S108889,6.66,71.03,64.57,0,76.23,At_Risk
S108890,6.61,62.57,37.58,1,72.74,At_Risk
S108891,7.69,74.43,59.74,1,100.0,At_Risk
S108892,5.78,51.16,58.0,0,75.95,Average
S108893,5.6,61.87,64.77,2,58.46,At_Risk
S108894,5.54,50.46,48.52,2,57.58,At_Risk
S108895,9.66,90.85,60.87,1,68.54,Good
S108896,7.69,78.32,71.27,1,91.76,Average
S108897,7.4,69.53,50.59,3,52.5,At_Risk
S108898,5.63,53.63,83.25,0,57.67,Average
S108899,7.81,73.07,68.55,4,79.91,At_Risk
S108900,6.85,63.96,70.22,1,68.8,Average
S108901,7.28,70.63,62.81,3,50.13,Average
S108902,5.73,56.65,70.9,2,63.91,At_Risk
S108903,7.21,65.91,77.97,1,62.46,Average
S108904,6.45,58.2,71.1,2,70.89,At_Risk
S108905,6.0,54.61,82.72,4,59.21,At_Risk
S108906,7.95,69.96,69.83,2,61.68,At_Risk
S108907,5.0,41.15,78.89,1,50.94,Average
S108908,7.73,74.66,73.53,0,68.59,Average
S108909,7.89,78.71,40.91,0,84.97,Average
S108910,5.86,59.12,56.53,1,71.55,At_Risk
S108911,5.93,46.8,57.27,1,72.2,At_Risk
S108912,6.71,62.77,57.61,3,95.69,Average
S108913,7.37,65.57,53.99,1,85.04,Average
