student_id,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,next_semester_marks
S107643,29.36,95.0,71.38,77.11,54.74,2,59.12
S107644,28.25,83.23,73.75,52.57,81.91,30,55.93
S107645,39.54,93.05,89.45,86.88,68.26,99,72.47
S107646,22.34,31.25,72.46,54.88,86.77,46,19.76
S107647,28.86,78.94,64.55,45.51,97.41,139,67.67
S107648,37.32,73.96,81.15,48.89,93.95,49,43.13
S107649,25.37,85.41,71.89,35.74,81.81,167,40.0
S107650,29.72,53.12,100.0,81.61,81.17,40,65.1
S107651,17.31,62.41,69.66,43.86,79.86,36,38.04
S107652,39.85,83.51,84.8,47.32,100.0,24,58.9
S107653,29.5,54.1,79.11,29.03,71.26,50,55.79
S107654,26.21,73.63,32.2,29.54,81.19,142,56.91
S107655,24.64,69.75,53.21,41.93,77.29,100,24.59
S107656,31.65,67.06,57.97,28.15,68.25,15,71.01
S107657,22.36,78.59,41.01,36.23,74.3,208,33.06
S107658,50.0,53.27,58.68,30.42,80.42,47,65.79
S107659,15.92,58.3,43.06,38.66,62.23,20,32.06
S107660,31.4,67.91,47.25,45.21,100.0,224,58.51
S107661,35.86,51.98,68.87,35.41,90.89,46,41.19
S107662,28.8,88.46,95.71,39.93,96.38,15,28.79
S107663,36.7,58.02,43.2,43.03,77.58,139,52.29
S107664,28.6,81.79,45.55,49.44,75.3,56,62.52
S107665,47.24,56.87,56.48,81.67,76.79,18,80.08
S107666,26.05,80.56,62.65,19.46,69.55,91,26.73
S107667,16.19,45.87,40.33,23.19,99.5,321,40.28
S107668,24.61,91.13,53.81,41.81,100.0,7,51.96
S107669,38.09,87.03,52.34,24.96,88.25,46,73.49
S107670,34.06,61.71,70.09,76.03,100.0,58,74.83
S107671,41.02,57.62,71.81,74.12,100.0,87,30.91
S107672,39.01,76.87,62.56,47.95,100.0,56,52.12
S107673,29.91,47.11,58.96,43.23,72.96,16,35.91
S107674,31.09,70.52,53.64,54.23,43.72,108,40.64
S107675,31.92,57.89,65.83,43.04,91.14,89,59.71
S107676,50.0,66.19,49.38,67.75,86.4,23,45.7
S107677,40.53,60.34,89.76,55.62,81.63,5,21.74
S107678,50.0,58.02,41.03,27.2,76.52,129,55.72
S107679,41.73,95.57,54.5,43.03,100.0,92,65.17
S107680,34.49,81.71,78.89,34.67,56.8,169,63.48
S107681,26.85,47.8,58.62,40.78,100.0,6,39.62
S107682,36.61,56.86,75.75,35.83,100.0,53,38.62
S107683,34.51,82.86,92.48,35.87,82.25,14,74.32
S107684,34.25,84.53,78.33,30.62,84.26,90,58.57
S107685,33.33,49.22,45.77,47.79,62.21,23,36.76
S107686,18.58,80.48,46.53,31.97,95.07,24,38.81
S107687,45.09,73.98,62.0,68.21,99.07,100,72.41
S107688,34.6,40.87,72.09,73.53,91.46,139,46.7
S107689,23.69,63.95,84.3,68.54,61.41,193,60.29
S107690,38.85,67.96,52.44,66.04,55.86,7,56.37
S107691,28.15,70.73,57.24,54.66,76.4,131,28.79
S107692,39.5,50.19,60.99,51.51,81.19,285,65.42
S107693,42.05,58.55,60.67,63.18,95.23,4,38.92
S107694,43.16,60.66,88.93,50.87,76.39,194,69.4
S107695,33.71,61.96,63.34,53.97,95.94,246,78.85
S107696,31.69,62.22,67.45,65.04,96.94,17,54.63
S107697,30.0,68.01,79.58,60.85,87.1,30,32.24
S107698,29.22,74.64,90.46,73.65,93.04,28,77.72
S107699,34.86,96.61,64.44,70.67,73.76,239,66.69
S107700,33.33,83.06,85.15,40.06,62.88,1,33.39
S107701,28.4,89.75,94.24,47.3,71.47,65,37.41
S107702,25.85,62.79,63.23,10.47,67.51,69,61.33
S107703,34.13,54.94,55.98,36.67,98.16,84,68.6
S107704,31.53,82.02,99.99,37.58,92.94,20,54.93
S107705,25.87,69.76,82.94,51.27,49.54,51,58.89
S107706,41.64,80.95,65.2,56.98,82.68,43,52.0
S107707,49.18,56.77,75.4,46.94,53.21,42,33.8
S107708,42.7,79.73,48.28,66.77,63.74,33,46.67
S107709,29.24,67.37,82.75,61.67,92.48,230,43.15
S107710,34.6,63.09,36.2,19.62,54.14,84,54.51
S107711,47.32,64.5,82.13,56.54,59.54,114,57.17
S107712,25.61,77.36,53.45,62.79,64.64,56,40.3
S107713,41.26,81.61,38.54,64.55,56.23,0,44.92
S107714,23.42,64.5,32.98,26.68,58.7,243,49.08
S107715,48.47,75.16,57.38,70.11,79.16,167,46.25
S107716,31.56,75.11,76.38,49.4,54.73,49,53.32
S107717,50.0,81.08,42.76,34.11,76.26,39,41.61
S107718,48.82,84.8,45.23,32.3,80.14,47,58.11
S107719,34.15,97.17,57.09,47.09,91.28,25,32.1
S107720,29.24,63.02,77.92,74.41,93.94,76,52.33
S107721,36.56,91.9,79.92,43.0,59.36,291,87.48
S107722,33.56,71.76,67.24,65.03,60.14,6,42.86
S107723,31.79,53.58,80.73,48.25,59.31,125,56.54
S107724,21.74,60.24,76.0,61.39,91.86,5,56.07
S107725,30.88,76.99,58.33,15.89,85.18,157,30.14
S107726,26.12,80.86,79.55,62.84,74.7,13,42.76
S107727,39.41,54.76,44.45,25.36,62.12,55,36.2
S107728,42.93,58.54,72.78,50.03,82.33,57,62.88
S107729,40.93,62.0,46.34,46.75,100.0,80,53.44
S107730,37.74,57.05,67.28,54.76,99.56,74,63.84
S107731,28.18,41.8,84.5,33.92,57.9,97,46.1
S107732,36.64,36.71,68.41,60.98,96.07,151,62.93
S107733,41.34,64.27,64.8,63.35,57.7,3,35.78
S107734,30.31,73.78,68.62,45.04,73.97,107,64.74
S107735,35.95,79.83,75.61,49.04,72.2,4,32.02
S107736,33.84,49.56,99.14,46.1,83.99,126,93.8
S107737,48.3,49.82,75.44,78.87,64.96,126,80.12
S107738,41.81,62.08,56.96,51.43,81.54,17,44.97
S107739,39.87,70.05,61.66,57.33,63.79,19,44.67
S107740,21.27,85.13,50.58,36.47,82.58,7,43.57
S107741,36.38,80.77,45.17,45.99,60.24,22,47.01
S107742,33.76,64.48,26.08,43.28,74.03,55,38.8
S107743,33.69,75.4,57.61,49.48,80.06,39,33.88
S107744,22.49,57.35,42.53,41.81,76.25,20,49.46
S107745,26.3,69.83,66.55,35.75,92.67,78,46.34
S107746,34.46,69.06,56.85,36.31,46.12,59,59.9
S107747,43.91,91.06,47.63,5.29,82.62,11,37.43
S107748,30.28,77.4,31.34,43.87,67.55,31,67.18
S107749,31.8,58.44,59.41,67.69,88.86,226,59.52
S107750,49.25,58.59,36.96,32.19,80.46,90,61.56
S107751,32.63,65.0,76.3,49.87,96.32,241,72.2
S107752,33.97,46.53,69.08,45.43,76.51,49,55.73
S107753,34.08,66.55,61.37,52.83,98.51,2,46.97
S107754,24.24,67.85,88.21,62.38,82.35,126,32.52
S107755,39.57,77.0,65.16,49.58,60.6,8,44.11
S107756,29.78,79.18,71.18,23.29,67.8,229,35.95
S107757,34.76,71.48,76.0,59.53,71.2,29,86.62
S107758,38.55,45.55,56.73,64.64,81.72,86,46.43
S107759,50.0,51.68,56.82,39.96,93.5,150,51.65
S107760,24.46,60.92,65.66,23.36,89.16,49,73.98
S107761,41.92,79.78,43.46,37.11,89.97,45,57.88
S107762,41.95,69.83,93.57,42.76,68.8,16,62.63
S107763,29.89,66.26,67.57,55.95,93.24,56,61.66
S107764,39.8,100.0,61.78,53.89,81.56,33,63.01
S107765,48.15,93.42,98.37,25.91,91.92,79,61.4
S107766,28.88,88.6,47.38,37.17,57.84,23,68.2
S107767,36.93,80.51,89.58,54.1,86.79,107,42.84
S107768,38.24,76.88,78.01,66.0,70.84,95,55.37
S107769,39.27,75.78,82.87,57.18,61.02,1,59.54
S107770,41.15,42.92,62.19,42.14,89.7,9,67.34
S107771,36.33,54.23,65.89,74.64,73.56,7,49.2
S107772,39.11,66.67,59.51,31.1,87.96,3,29.47
S107773,27.71,71.92,80.94,21.82,65.33,5,50.5
S107774,36.31,68.13,71.27,33.93,100.0,31,63.71
S107775,31.19,69.83,56.06,35.84,78.21,116,56.07
S107776,25.16,38.45,56.8,26.22,72.96,61,39.32
S107777,30.93,77.58,64.76,68.44,94.85,9,66.57
S107778,37.16,70.93,59.68,58.24,78.71,4,26.76
S107779,38.49,67.19,88.07,71.12,100.0,9,69.22
S107780,24.85,83.91,77.93,38.88,97.48,37,7.36
S107781,27.5,54.32,77.9,57.75,72.9,29,57.48
S107782,40.8,66.45,68.74,33.36,81.11,99,46.05
S107783,39.07,74.27,51.78,41.73,80.99,79,67.0
S107784,42.1,57.2,76.14,45.94,64.17,167,57.79
S107785,45.94,39.95,31.43,55.59,99.25,237,59.0
S107786,39.3,69.83,67.78,40.86,73.56,0,49.54
S107787,31.68,69.03,52.01,68.32,76.29,21,43.51
S107788,35.92,66.26,50.77,36.48,83.28,6,38.6
S107789,48.28,69.73,57.59,43.24,66.27,29,49.92
S107790,50.0,60.11,63.66,63.98,83.17,73,58.36
S107791,38.7,50.32,64.63,53.06,72.46,25,48.47
S107792,39.28,72.06,77.64,31.1,72.85,17,44.0
S107793,40.81,67.5,62.22,74.9,77.57,39,53.7
S107794,35.19,79.57,63.37,36.08,68.98,1,33.46
S107795,44.31,58.78,42.67,51.78,56.53,290,65.96
S107796,43.06,39.69,44.75,51.68,82.61,273,52.64
S107797,37.84,30.93,69.59,56.77,45.66,12,40.13
S107798,32.46,63.98,75.09,54.69,46.2,17,47.8
S107799,22.83,71.92,60.83,51.9,80.67,67,36.29
S107800,40.86,66.52,79.93,62.72,77.27,30,53.22
S107801,36.7,61.52,42.47,80.72,83.89,1,31.49
S107802,29.1,46.13,71.38,29.24,89.97,4,35.97
S107803,25.96,41.66,51.37,34.66,50.34,89,44.82
S107804,40.29,75.51,50.11,38.7,70.78,19,51.55
S107805,22.19,66.59,52.76,56.85,73.28,62,28.35
S107806,37.4,64.55,63.71,31.99,84.68,26,57.24
S107807,41.75,46.87,72.02,18.72,83.42,60,72.19
S107808,39.4,55.51,70.81,59.54,73.92,500,71.75
S107809,31.87,69.83,60.35,49.43,80.66,94,27.63
S107810,25.01,74.27,75.12,49.55,75.88,34,54.55
S107811,39.7,67.54,91.99,31.75,66.31,269,68.81
S107812,44.6,90.69,63.09,39.73,80.81,3,63.02
S107813,30.42,61.37,66.52,41.91,47.84,15,39.17
S107814,39.06,89.3,55.21,36.44,83.68,55,33.55
S107815,47.65,73.25,58.73,59.78,100.0,56,53.74
S107816,37.71,71.62,84.97,47.89,74.8,102,48.8
S107817,31.82,83.99,85.14,41.4,100.0,3,32.86
S107818,43.33,60.64,61.78,34.83,89.05,26,51.1
S107819,29.1,65.06,72.84,37.13,100.0,155,44.34
S107820,24.61,51.65,79.73,52.38,85.79,41,48.81
S107821,41.5,84.03,57.86,17.95,88.27,18,50.23
S107822,31.75,75.03,44.11,63.19,82.15,58,45.74
S107823,32.47,86.47,76.03,73.87,56.48,36,80.27
S107824,29.98,73.07,79.34,56.78,50.52,27,39.67
S107825,31.22,86.55,76.99,23.86,76.38,151,54.13
S107826,46.22,58.79,59.01,47.97,70.96,153,47.12
S107827,48.3,69.83,89.37,39.97,71.44,43,43.17
S107828,49.36,64.03,69.55,50.18,61.04,74,65.02
S107829,43.72,70.04,46.64,50.9,96.63,101,37.67
S107830,38.73,80.93,39.46,42.18,64.53,97,48.46
S107831,23.54,100.0,60.24,53.03,63.56,32,55.23
S107832,33.5,82.3,68.6,60.52,80.58,87,75.58
S107833,50.0,83.72,60.39,33.38,96.25,200,60.87
S107834,31.52,61.82,96.9,58.96,92.72,5,62.65
S107835,47.11,72.35,71.46,63.06,70.26,6,42.53
S107836,35.44,68.56,49.43,30.54,76.81,153,56.27
S107837,13.57,91.11,28.67,41.34,100.0,74,48.75
S107838,40.12,67.81,68.76,50.68,96.59,2,28.66
S107839,45.13,89.93,80.82,14.72,93.15,116,54.67
S107840,34.61,50.48,94.82,59.51,85.78,9,53.7
S107841,44.86,90.98,61.76,38.12,81.5,146,58.81
S107842,21.66,57.08,92.55,55.29,100.0,53,69.51
S107843,23.92,82.81,43.26,28.86,96.93,28,39.6
S107844,36.64,57.04,59.5,35.94,81.83,77,69.37
S107845,38.82,79.28,48.77,54.99,90.85,15,50.77
S107846,45.85,55.56,77.67,57.19,76.26,62,34.92
S107847,40.11,85.55,44.18,57.2,55.93,54,46.48
S107848,25.45,82.68,71.43,37.24,64.66,22,31.14
S107849,36.7,60.99,45.13,52.29,73.09,88,49.31
S107850,39.81,78.67,93.12,57.07,72.12,35,90.33
S107851,20.01,84.21,59.01,51.36,69.15,152,49.2
S107852,34.65,56.15,71.05,63.98,69.84,7,52.61
S107853,32.32,54.49,36.38,21.49,99.59,118,47.78
S107854,29.76,53.93,41.08,64.29,100.0,46,44.66
S107855,38.99,51.8,52.63,36.82,99.69,30,56.67
S107856,25.8,53.86,78.61,30.77,47.64,224,42.83
S107857,38.34,83.87,75.55,32.08,96.17,18,37.12
S107858,39.48,78.37,82.37,43.25,91.05,44,24.13
S107859,43.67,44.56,40.84,50.97,79.44,50,41.32
S107860,26.01,62.35,73.11,45.47,72.55,28,76.18
S107861,22.96,52.63,56.04,65.15,75.43,7,34.52
S107862,37.23,82.92,52.07,50.23,94.85,188,48.69
S107863,32.71,63.26,56.4,21.36,85.79,180,36.83
S107864,50.0,46.83,63.14,26.36,98.29,79,53.07
S107865,38.67,72.55,75.58,65.07,92.22,31,49.75
S107866,35.47,79.1,82.96,32.09,100.0,79,66.64
S107867,33.62,55.69,73.34,64.49,89.51,267,42.47
S107868,25.26,66.03,75.13,24.02,62.94,172,1.0
S107869,39.51,56.46,94.17,50.67,56.0,14,67.67
S107870,34.37,88.66,76.15,41.65,89.69,136,65.28
S107871,34.37,63.53,61.58,58.64,89.01,128,83.06
S107872,35.76,59.17,74.3,19.74,70.74,199,71.76
S107873,36.77,69.23,92.32,21.86,83.71,4,39.36
S107874,21.09,66.89,51.07,50.35,73.18,116,63.16
S107875,41.7,80.33,58.11,35.25,72.6,63,49.7
S107876,28.23,69.83,88.2,34.45,58.5,62,58.88
S107877,33.9,88.35,60.35,64.51,80.67,34,40.36
S107878,45.29,64.27,77.23,59.98,72.25,123,40.92
S107879,49.24,74.58,85.63,41.17,85.68,44,66.73
S107880,21.4,92.33,44.91,29.25,53.7,35,30.45
S107881,35.24,92.9,58.47,77.06,89.03,258,64.24
S107882,37.18,56.86,84.28,45.03,72.27,50,50.28
S107883,22.94,78.88,62.98,41.05,64.0,126,30.47
S107884,41.42,76.35,32.7,33.54,73.4,12,23.94
S107885,35.93,83.9,56.84,52.87,56.03,108,53.69
S107886,36.55,88.65,77.71,51.06,75.64,89,65.96
S107887,27.66,54.39,85.42,62.46,81.85,57,65.83
S107888,38.3,59.64,65.81,36.92,81.09,12,44.33
S107889,41.71,83.61,72.74,63.22,86.9,10,53.98
S107890,36.02,72.22,59.1,13.4,71.48,90,39.89
S107891,30.89,36.59,79.45,64.77,91.69,155,49.11
S107892,31.51,45.01,87.8,65.3,83.99,67,48.12
S107893,36.76,79.94,77.29,41.98,92.24,49,50.39
S107894,35.39,82.59,63.11,40.16,100.0,59,27.43
S107895,42.24,49.76,71.95,40.73,56.73,14,34.77
S107896,31.16,86.49,80.24,29.4,74.26,4,58.0
S107897,25.25,67.04,65.44,48.02,68.56,141,43.42
S107898,37.88,54.66,77.81,48.12,100.0,150,31.66
S107899,31.18,61.6,70.92,72.33,88.96,112,64.37
S107900,41.27,51.66,87.71,38.36,84.31,118,40.97
S107901,35.06,60.76,76.2,36.22,97.94,19,44.05
S107902,40.24,41.97,57.02,67.36,80.19,9,52.96
S107903,26.89,68.89,87.47,40.14,87.0,14,28.49
S107904,36.15,78.81,72.36,53.46,73.16,81,52.49
S107905,29.41,49.79,62.76,63.51,59.53,41,50.9
S107906,25.24,70.26,43.34,66.49,93.46,1,46.21
S107907,28.11,69.83,68.7,45.88,65.6,240,53.41
S107908,30.64,80.03,94.36,48.36,91.23,56,78.25
S107909,44.96,35.28,21.33,51.22,96.25,0,48.38
S107910,30.43,80.68,21.96,85.39,46.33,39,37.96
S107911,24.83,42.73,77.28,56.71,95.67,19,72.53
S107912,36.05,66.85,68.78,25.23,83.82,37,50.32
S107913,35.23,59.37,75.76,47.57,65.45,223,77.69
S107914,31.06,64.59,56.58,52.23,53.9,78,46.49
S107915,33.71,47.06,30.73,31.1,78.94,83,26.67
S107916,42.81,94.9,51.69,18.88,77.32,172,61.64
S107917,40.37,50.7,89.96,26.47,96.38,10,55.06
S107918,39.67,51.89,57.77,41.62,80.97,8,14.29
S107919,25.53,96.92,57.91,73.64,63.68,155,59.7
S107920,50.0,74.84,22.93,46.66,56.69,14,41.18
S107921,43.41,51.19,36.13,35.81,82.2,106,58.78
S107922,39.14,68.07,82.76,52.57,80.06,19,32.43
S107923,25.69,66.46,60.85,58.14,99.81,52,54.96
S107924,42.58,44.69,80.86,66.47,72.62,39,55.56
S107925,30.99,58.63,52.94,61.01,86.28,9,52.74
S107926,33.45,69.6,41.52,46.82,78.01,89,43.65
S107927,21.55,89.0,60.83,36.47,39.47,154,32.37
S107928,25.07,67.17,55.83,31.65,90.74,8,17.98
S107929,38.51,68.3,51.67,84.9,73.61,35,35.93
S107930,43.05,57.77,52.09,29.89,89.89,2,55.95
S107931,40.48,86.44,62.84,44.52,82.54,22,52.66
S107932,40.21,83.53,57.13,42.31,65.17,24,51.06
S107933,34.48,81.84,50.08,58.3,77.39,136,68.7
S107934,31.75,71.68,93.88,34.99,79.53,112,64.44
S107935,37.31,46.02,72.33,64.17,82.76,142,62.99
S107936,41.57,86.3,67.54,41.62,87.68,7,38.24
S107937,35.04,70.86,63.94,20.22,80.46,11,69.37
S107938,44.68,69.83,75.65,49.95,100.0,29,46.9
S107939,33.28,76.73,73.51,45.83,92.61,109,64.59
S107940,27.16,73.36,48.45,51.46,94.94,2,31.68
S107941,34.92,53.96,40.48,45.03,92.37,13,46.7
S107942,35.85,65.19,28.61,33.01,81.15,55,39.41
S107943,34.34,41.44,93.67,40.41,90.98,2,53.03
S107944,45.25,71.29,57.88,47.78,98.73,9,68.61
S107945,41.44,89.95,74.47,30.19,81.89,31,52.13
S107946,23.55,43.07,68.23,27.74,95.76,22,36.87
S107947,47.27,71.93,79.6,67.8,60.47,36,59.32
S107948,13.07,80.03,63.97,42.16,96.49,113,50.16
S107949,50.0,82.25,43.75,46.85,68.44,20,54.75
S107950,32.7,58.81,48.41,53.37,60.43,79,44.68
S107951,33.48,53.47,59.39,45.34,75.81,170,46.37
S107952,34.52,61.19,39.64,63.37,83.11,29,54.29
S107953,38.08,87.86,51.33,38.57,85.02,4,33.84
S107954,35.0,44.36,45.82,74.33,99.36,56,81.32
S107955,33.93,51.76,59.74,36.54,71.64,101,66.52
S107956,45.47,63.12,57.06,69.47,100.0,52,65.44
S107957,39.52,55.36,66.91,61.89,100.0,45,79.6
S107958,27.33,69.37,78.67,56.2,83.38,110,56.9
S107959,40.93,91.22,61.12,69.32,67.59,43,65.32
S107960,39.19,51.94,40.96,44.68,100.0,0,29.86
S107961,30.64,67.8,32.23,18.46,100.0,176,60.7
S107962,41.34,69.88,67.6,57.07,82.86,23,49.02
S107963,33.74,64.98,54.35,61.21,59.57,75,66.4
S107964,33.23,46.32,62.48,51.66,89.31,65,38.63
S107965,33.01,60.43,70.27,58.6,71.15,58,48.78
S107966,15.58,60.48,88.09,41.38,93.11,23,39.52
S107967,30.79,79.5,37.04,38.39,83.44,108,46.92
S107968,40.71,76.29,48.8,61.52,56.06,23,38.43
S107969,34.82,46.72,63.64,34.32,62.3,224,61.64
S107970,24.72,64.19,46.76,54.09,68.57,66,61.99
S107971,42.72,62.5,41.18,38.8,100.0,118,47.99
S107972,32.61,99.32,85.95,60.03,70.25,109,55.59
S107973,25.23,74.38,48.23,13.85,45.89,276,27.46
S107974,50.0,53.84,44.05,67.65,76.98,61,56.81
S107975,26.57,58.35,46.63,51.28,76.08,5,22.29
S107976,42.04,64.32,82.38,30.84,100.0,7,35.46
S107977,28.85,75.44,53.87,66.58,100.0,35,45.13
S107978,36.09,77.27,42.83,53.92,60.37,36,58.3
S107979,27.78,73.01,51.56,57.49,85.9,20,11.31
S107980,25.09,66.85,64.23,17.69,91.88,208,32.88
S107981,39.18,67.96,79.27,45.96,78.18,51,43.72
S107982,38.24,68.07,77.92,73.18,82.64,186,46.89
S107983,44.16,43.26,52.56,33.25,96.58,5,66.15
S107984,34.72,69.08,56.5,60.9,84.39,34,33.49
S107985,50.0,61.34,98.65,53.18,90.06,36,40.16
S107986,37.15,45.21,80.93,60.46,100.0,3,51.08
S107987,39.53,100.0,60.97,43.72,73.3,83,70.92
S107988,24.13,74.67,28.28,36.49,91.94,12,29.77
S107989,30.09,70.2,57.66,54.32,73.33,34,51.89
S107990,39.16,64.43,43.77,48.01,96.1,317,76.41
S107991,34.33,80.95,51.2,58.36,70.68,213,62.17
S107992,36.5,52.57,49.55,41.4,86.52,24,65.7
S107993,28.47,65.31,61.3,19.86,76.58,30,56.03
S107994,35.98,55.72,66.12,24.88,88.81,62,31.65
S107995,35.95,80.82,53.29,62.77,67.33,27,48.98
S107996,25.56,57.6,44.56,41.39,75.84,103,27.03
S107997,40.14,86.52,62.14,49.6,79.21,67,57.83
S107998,21.4,68.51,57.03,70.79,63.88,51,72.1
S107999,36.47,81.62,34.64,61.19,70.89,252,85.46
S108000,49.12,76.0,74.72,80.91,55.41,20,53.88
S108001,40.44,85.89,53.34,21.6,85.66,156,56.8
S108002,40.39,55.97,60.69,41.43,91.91,104,64.07
S108003,27.82,83.58,61.48,44.15,59.13,18,28.25
S108004,49.15,42.06,64.75,22.58,62.43,16,47.57
S108005,46.01,70.65,67.34,33.14,65.62,69,80.38
S108006,28.25,61.81,44.13,35.03,60.9,7,35.68
S108007,31.2,48.93,70.0,42.65,85.99,52,64.3
S108008,45.04,56.6,59.49,49.74,69.62,33,52.83
S108009,49.37,60.39,82.35,52.76,83.75,152,66.68
S108010,24.88,67.05,78.04,58.14,68.79,73,49.45
S108011,26.97,62.13,86.16,59.71,74.89,82,63.1
S108012,33.85,71.2,49.99,75.58,95.58,32,56.1
S108013,17.63,57.55,85.59,80.04,62.67,20,52.41
S108014,35.15,62.85,66.51,27.41,71.57,62,35.49
S108015,44.49,65.66,76.04,51.99,86.26,232,81.96
S108016,23.49,72.73,75.79,40.87,75.22,72,25.97
S108017,36.02,82.73,72.34,36.88,82.83,2,25.43
S108018,30.35,82.8,47.59,49.52,80.03,265,70.19
S108019,48.12,73.56,80.28,64.19,57.4,144,77.12
S108020,30.44,76.45,70.63,63.45,100.0,172,38.67
S108021,47.15,74.68,41.43,73.94,78.51,48,44.5
S108022,30.22,65.28,57.26,40.87,100.0,181,47.19
S108023,41.17,83.51,45.59,57.44,85.07,24,47.8
S108024,37.02,56.28,42.18,71.71,99.75,129,59.83
S108025,33.89,39.28,78.65,24.68,95.33,76,56.69
S108026,28.68,54.38,41.33,51.63,98.43,244,38.89
S108027,37.58,91.05,43.86,66.32,76.66,28,33.06
S108028,31.48,65.57,96.65,68.58,100.0,56,41.12
S108029,29.48,74.11,57.83,49.36,72.92,101,43.27
S108030,46.78,65.89,75.52,41.14,85.44,342,61.64
S108031,39.38,78.42,83.0,59.05,92.95,13,68.96
S108032,40.15,71.06,77.39,61.75,100.0,9,57.44
S108033,31.87,68.97,67.39,66.05,96.41,45,67.0
S108034,33.51,79.21,64.4,49.11,72.11,102,58.02
S108035,33.01,63.01,73.6,72.41,84.04,73,69.44
S108036,37.7,75.58,61.41,48.62,59.81,225,33.88
S108037,40.13,67.38,76.12,67.62,100.0,133,32.88
S108038,34.76,68.39,60.86,16.32,33.1,68,47.42
S108039,28.66,57.72,62.67,43.16,77.41,36,62.66
S108040,41.08,66.76,95.11,37.14,100.0,144,62.47
S108041,35.27,61.88,57.31,34.31,91.4,54,40.22
S108042,23.47,86.95,65.31,61.36,87.35,166,40.45
S108043,17.92,44.74,71.89,38.91,62.12,56,59.85
S108044,37.38,83.34,72.92,52.94,99.96,98,77.74
S108045,28.36,43.84,69.69,31.39,66.28,4,44.22
S108046,38.45,78.06,44.99,43.96,66.41,371,42.65
S108047,28.8,57.43,67.59,58.34,99.94,112,44.49
S108048,36.07,78.49,68.89,56.26,65.79,70,34.93
S108049,31.97,68.18,83.24,90.7,58.05,61,67.53
S108050,49.02,48.51,76.83,54.14,65.54,73,32.74
S108051,42.6,90.38,84.29,36.68,82.84,4,24.46
S108052,45.78,81.65,48.95,49.62,72.46,36,41.99
S108053,35.19,77.55,49.06,47.95,100.0,7,59.14
S108054,41.58,60.39,70.25,53.48,80.51,15,37.32
S108055,35.73,82.17,83.13,23.3,61.4,32,46.42
S108056,46.76,50.75,61.79,32.59,51.98,89,47.69
S108057,34.42,36.59,53.16,20.52,93.51,213,31.32
S108058,23.82,46.57,39.38,29.34,84.5,348,46.29
S108059,19.01,56.17,70.81,46.85,89.13,111,31.67
S108060,48.35,58.68,63.19,52.14,73.6,25,62.16
S108061,38.83,63.48,58.06,38.78,82.31,31,42.49
S108062,39.35,64.14,79.48,63.59,97.86,29,51.6
S108063,46.92,60.25,63.61,50.18,80.08,146,67.49
S108064,21.79,38.26,65.01,40.08,62.79,119,27.83
S108065,32.13,72.88,79.4,32.79,90.84,5,53.16
S108066,33.11,66.03,100.0,59.28,74.77,55,64.66
S108067,40.94,59.55,57.89,26.24,94.49,82,57.01
S108068,29.46,90.97,50.98,70.35,80.38,1,39.36
S108069,25.39,69.83,49.18,83.14,92.93,72,63.92
S108070,25.32,70.88,72.63,45.21,87.61,227,74.2
S108071,44.2,81.94,47.55,51.92,99.47,4,59.25
S108072,29.06,47.65,59.03,48.6,94.43,15,42.5
S108073,30.58,69.66,60.44,54.0,60.43,9,30.83
S108074,40.08,81.89,89.9,46.43,51.9,37,24.59
S108075,29.41,68.63,84.09,42.19,78.85,37,47.18
S108076,21.36,50.45,40.41,22.51,89.03,249,52.78
S108077,22.35,62.76,90.36,49.55,69.12,129,64.42
S108078,34.55,72.83,45.54,60.97,86.68,81,58.88
S108079,38.98,38.4,67.56,58.3,86.05,82,50.84
S108080,33.38,49.71,51.65,87.55,78.91,88,45.89
S108081,38.44,99.6,58.79,45.84,70.48,15,70.05
S108082,22.1,77.27,49.31,75.93,64.71,35,40.09
S108083,22.64,92.25,91.81,58.14,100.0,83,62.0
S108084,50.0,82.99,62.76,56.18,48.19,3,30.43
S108085,44.86,75.91,68.61,44.22,61.42,54,54.91
S108086,41.15,65.36,47.84,28.54,100.0,145,34.1
S108087,29.72,75.72,42.36,49.32,64.5,63,49.45
S108088,33.1,91.75,57.89,33.64,71.56,160,58.54
S108089,34.99,82.38,73.34,55.61,90.2,110,56.48
S108090,45.51,69.83,63.06,42.67,87.22,62,48.21
S108091,38.22,67.41,80.59,45.29,86.65,38,73.19
S108092,39.21,77.47,66.99,70.72,100.0,85,61.52
S108093,33.66,62.02,65.1,54.07,65.63,55,44.69
S108094,41.34,77.48,73.56,52.35,82.62,412,54.56
S108095,37.42,59.53,66.6,80.14,79.19,75,83.33
S108096,35.35,64.69,80.1,22.58,66.81,23,40.63
S108097,29.06,54.58,73.88,54.16,81.56,264,75.04
S108098,34.09,63.4,79.58,59.3,88.41,27,59.21
S108099,26.36,59.74,76.46,39.27,88.77,177,63.14
S108100,34.68,69.83,86.76,33.54,96.04,54,37.96
S108101,35.71,56.58,78.26,49.43,79.4,98,60.76
S108102,15.76,75.77,92.96,55.31,64.89,18,27.25
S108103,33.16,55.8,56.34,63.11,59.24,66,39.25
S108104,25.59,70.7,78.36,94.91,73.08,18,56.46
S108105,38.99,74.35,42.91,19.95,59.71,22,24.53
S108106,40.1,42.23,80.15,57.76,69.34,14,45.74
